ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
9914	"ENSMUSG00000038903"	"Ccdc68"	chr18	+	69955981	69956064	69947050	69947179	69960400	69960506	9914	5,7,1,4,1,4	1,0,0,0,0,0	5,4,6,1,2,0	0,0,0,0,0,0	179	96	1	1.0	0.728,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA	-0.045
9916	"ENSMUSG00000021048"	"Mthfd1"	chr12	+	76307221	76307263	76303841	76303981	76310908	76311009	9916	29,58,26,42,32,57	0,0,0,0,0,0	21,54,46,66,25,56	0,0,1,1,0,0	138	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.97,0.979,1.0,1.0	0.009
9919	"ENSMUSG00000014075"	"Tctex1d2"	chr16	+	32425240	32425310	32422819	32422953	32426857	32426921	9919	7,12,4,9,4,1	0,1,0,0,0,0	7,0,9,16,10,10	2,0,0,2,1,0	166	96	1	1.0	1.0,0.874,1.0,1.0,1.0,1.0	0.669,NA,1.0,0.822,0.853,1.0	0.11
9920	"ENSMUSG00000014075"	"Tctex1d2"	chr16	+	32426857	32426921	32422819	32422953	32428755	32429095	9920	2,4,0,2,0,4	0,0,0,0,0,0	3,1,2,10,5,3	0,0,0,0,2,0	160	96	1	1.0	1.0,1.0,NA,1.0,NA,1.0	1.0,1.0,1.0,1.0,0.6,1.0	0.067
9922	"ENSMUSG00000032525"	"Nktr"	chr9	+	121729996	121730024	121729397	121729680	121731477	121731565	9922	0,0,0,0,0,0	2,0,1,0,0,2	0,2,0,1,0,0	1,0,1,0,2,0	124	96	1	1.0	0.0,NA,0.0,NA,NA,0.0	0.0,1.0,0.0,1.0,0.0,NA	-0.4
9923	"ENSMUSG00000032525"	"Nktr"	chr9	+	121731477	121731565	121729996	121730024	121741121	121741151	9923	0,2,0,0,1,0	1,0,0,0,0,0	2,2,3,3,0,0	0,0,0,0,0,0	184	96	1	1.0	0.0,1.0,NA,NA,1.0,NA	1.0,1.0,1.0,1.0,NA,NA	-0.333
9924	"ENSMUSG00000032525"	"Nktr"	chr9	+	121738387	121738415	121731477	121731565	121741121	121741151	9924	0,0,0,2,0,0	0,2,0,0,1,0	0,1,0,0,0,1	2,0,3,2,0,0	124	96	1	1.0	NA,0.0,NA,1.0,0.0,NA	0.0,1.0,0.0,0.0,NA,1.0	-0.067
9925	"ENSMUSG00000032525"	"Nktr"	chr9	+	121738387	121740075	121731477	121731565	121741121	121741151	9925	7,13,10,11,6,4	0,2,0,0,1,0	2,5,4,7,5,8	2,0,3,2,0,0	1784	96	1.10805368631e-05	0.00338818193858	1.0,0.259,1.0,1.0,0.244,1.0	0.051,1.0,0.067,0.158,1.0,1.0	0.205
9927	"ENSMUSG00000032525"	"Nktr"	chr9	+	121752796	121752827	121752406	121752463	121752990	121753092	9927	1,0,0,0,0,0	0,2,3,0,0,1	0,0,0,0,0,0	1,0,0,0,0,4	127	96	1	1.0	1.0,0.0,0.0,NA,NA,0.0	0.0,NA,NA,NA,NA,0.0	0.25
9931	"ENSMUSG00000003617"	"Cp"	chr3	+	19989052	19989218	19987932	19988072	20005466	20005571	9931	45,52,41,51,30,37	0,1,0,0,0,0	29,37,22,37,17,26	0,0,0,1,0,0	262	96	1	1.0	1.0,0.95,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.931,1.0,1.0	0.003
9932	"ENSMUSG00000002365"	"Snx9"	chr17	+	5870667	5870953	5841351	5841546	5886996	5887083	9932	0,0,0,0,1,0	1,9,7,3,2,6	2,0,1,2,3,2	7,11,11,12,13,17	382	96	0.328651921133	1.0	0.0,0.0,0.0,0.0,0.112,0.0	0.067,0.0,0.022,0.04,0.055,0.029	-0.017
9933	"ENSMUSG00000055917"	"Zfp277"	chr12	-	40410575	40410953	40378672	40378874	40445665	40445774	9933	1,0,0,0,2,0	2,1,0,3,0,0	1,1,1,0,0,2	0,2,1,2,1,2	474	96	1	1.0	0.092,0.0,NA,0.0,1.0,NA	1.0,0.092,0.168,0.0,0.0,0.168	0.035
9941	"ENSMUSG00000038347"	"Tcte2"	chr17	-	13722419	13722679	13716435	13717633	13727921	13728022	9941	0,0,0,0,0,0	0,2,0,0,0,0	0,0,0,0,0,1	0,0,0,1,0,0	356	96	1	1.0	NA,0.0,NA,NA,NA,NA	NA,NA,NA,0.0,NA,1.0	-0.5
9944	"ENSMUSG00000037692"	"Ahdc1"	chr4	+	133055294	133055505	133055012	133055203	133060675	133060892	9944	0,0,0,0,0,0	0,1,0,1,0,0	0,0,0,0,0,1	0,0,0,0,1,0	307	96	1	1.0	NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,1.0	-0.5
9945	"ENSMUSG00000084797"	"Gm14321"	chr2	+	167780722	167780795	167777466	167777666	167782491	167782569	9945	0,0,0,0,0,0	0,0,0,0,0,1	0,0,0,0,1,0	0,0,0,0,0,1	169	96	1	1.0	NA,NA,NA,NA,NA,0.0	NA,NA,NA,NA,1.0,0.0	-0.5
9949	"ENSMUSG00000042272"	"Sestd1"	chr2	-	77241612	77241721	77234648	77234739	77245016	77245086	9949	16,12,7,11,11,14	0,0,0,0,0,0	7,17,22,23,13,10	0,0,0,1,0,0	205	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.915,1.0,1.0	0.014
9952	"ENSMUSG00000029528"	"Pxn"	chr5	+	115548281	115549112	115546812	115546948	115550120	115550387	9952	4,3,1,4,3,3	0,1,0,1,0,0	1,2,4,4,4,4	0,0,0,0,0,0	927	96	1	1.0	1.0,0.237,1.0,0.293,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.245
9953	"ENSMUSG00000029528"	"Pxn"	chr5	+	115551487	115551589	115546812	115546948	115551850	115552021	9953	4,9,1,2,1,2	9,8,16,15,4,18	2,2,2,2,2,3	5,17,9,19,11,19	198	96	0.217462870068	1.0	0.177,0.353,0.029,0.061,0.108,0.051	0.162,0.054,0.097,0.049,0.081,0.071	0.044
9954	"ENSMUSG00000029598"	"Plbd2"	chr5	-	120486039	120486202	120483281	120485838	120486647	120486800	9954	31,47,22,31,19,39	0,0,0,1,0,0	34,40,24,38,44,44	0,0,0,0,0,3	259	96	1	1.0	1.0,1.0,1.0,0.92,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.845	0.013
9956	"ENSMUSG00000056763"	"Cspp1"	chr1	+	10059823	10059847	10058719	10058823	10064332	10064413	9956	3,1,1,0,0,3	0,0,0,0,0,0	0,3,0,2,2,0	2,0,0,4,0,0	120	96	1	1.0	1.0,1.0,1.0,NA,NA,1.0	0.0,1.0,NA,0.286,1.0,NA	0.428
9957	"ENSMUSG00000056763"	"Cspp1"	chr1	+	10065322	10065421	10064332	10064413	10066425	10066575	9957	1,8,3,2,4,6	0,0,0,0,0,0	2,5,2,4,2,7	1,0,0,0,0,0	195	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.496,1.0,1.0,1.0,1.0,1.0	0.084
9958	"ENSMUSG00000056763"	"Cspp1"	chr1	+	10085746	10085952	10083500	10083558	10088050	10088184	9958	2,6,2,4,8,7	0,0,0,0,2,0	4,14,9,10,10,6	0,0,0,1,0,0	302	96	1	1.0	1.0,1.0,1.0,1.0,0.56,1.0	1.0,1.0,1.0,0.761,1.0,1.0	-0.033
9959	"ENSMUSG00000056763"	"Cspp1"	chr1	+	10104211	10104364	10095865	10096013	10108368	10108481	9959	11,5,2,6,2,1	0,0,0,0,0,0	6,3,0,8,4,10	3,0,0,2,1,2	249	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.435,1.0,NA,0.607,0.607,0.658	0.339
9962	"ENSMUSG00000039682"	"Lap3"	chr5	+	45500402	45500567	45495165	45495281	45503379	45503384	9962	53,90,59,88,62,66	0,0,0,1,0,0	134,192,175,214,140,160	0,0,0,0,0,0	261	96	1	1.0	1.0,1.0,1.0,0.97,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.005
9966	"ENSMUSG00000022837"	"Iqcb1"	chr16	+	36858454	36858603	36856290	36856433	36867558	36867690	9966	2,5,1,3,2,5	1,0,0,0,0,0	1,1,1,3,2,3	0,0,0,0,0,0	245	96	1	1.0	0.439,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.094
9967	"ENSMUSG00000029250"	"Polr2b"	chr5	+	77342860	77342950	77342529	77342780	77343169	77343277	9967	14,19,6,14,11,16	0,0,0,1,0,0	10,12,3,8,14,17	0,0,0,0,0,0	186	96	1	1.0	1.0,1.0,1.0,0.878,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.02
9973	"ENSMUSG00000025403"	"Shmt2"	chr10	-	127520337	127520417	127519970	127520171	127520917	127521106	9973	21,47,14,30,17,47	0,1,0,0,0,0	48,67,70,88,61,98	0,0,0,0,0,0	176	96	1	1.0	1.0,0.962,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.006
9977	"ENSMUSG00000015806"	"Qdpr"	chr5	-	45439284	45439393	45437842	45437926	45443436	45443577	9977	62,109,62,74,75,92	0,0,0,1,0,0	81,103,86,128,101,143	0,0,0,1,0,0	205	96	1	1.0	1.0,1.0,1.0,0.972,1.0,1.0	1.0,1.0,1.0,0.984,1.0,1.0	-0.002
9978	"ENSMUSG00000015806"	"Qdpr"	chr5	-	45444646	45444743	45443436	45443577	45447575	45447668	9978	83,110,67,67,61,92	0,0,0,0,0,0	75,88,101,97,96,107	0,0,0,0,0,2	193	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.964	0.006
9979	"ENSMUSG00000015806"	"Qdpr"	chr5	-	45448591	45448642	45447575	45447668	45450006	45450138	9979	0,0,0,0,0,0	32,44,30,35,26,36	1,0,0,0,0,0	21,30,40,46,37,48	147	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.03,0.0,0.0,0.0,0.0,0.0	-0.005
9981	"ENSMUSG00000029101"	"Rgs12"	chr5	+	35030467	35030621	35030010	35030090	35031870	35032052	9981	0,1,1,1,1,6	1,0,0,0,0,0	1,0,1,2,0,1	0,0,0,1,0,0	250	96	1	1.0	0.0,1.0,1.0,1.0,1.0,1.0	1.0,NA,1.0,0.434,NA,1.0	-0.025
9985	"ENSMUSG00000030834"	"Abcc6"	chr7	-	45995180	45995340	45992307	45992383	45996654	45996822	9985	2,2,0,6,5,5	0,0,0,0,0,1	4,0,2,4,5,3	0,0,0,0,0,0	256	96	1	1.0	1.0,1.0,NA,1.0,1.0,0.652	1.0,NA,1.0,1.0,1.0,1.0	-0.07
9986	"ENSMUSG00000030834"	"Abcc6"	chr7	-	45996912	45996974	45996676	45996822	45998649	45999129	9986	0,2,0,1,0,0	2,2,0,4,0,1	0,0,0,0,0,1	0,0,0,1,1,0	158	96	1	1.0	0.0,0.378,NA,0.132,NA,0.0	NA,NA,NA,0.0,0.0,1.0	-0.206
9987	"ENSMUSG00000030834"	"Abcc6"	chr7	-	46008785	46008878	46005436	46005640	46012493	46012655	9987	1,3,1,5,2,3	0,0,0,1,0,0	0,5,0,4,1,2	0,0,0,0,0,0	189	96	1	1.0	1.0,1.0,1.0,0.717,1.0,1.0	NA,1.0,NA,1.0,1.0,1.0	-0.047
9991	"ENSMUSG00000015605"	"Srf"	chr17	-	46549844	46550036	46549435	46549512	46550900	46551020	9991	19,13,3,11,7,16	0,0,0,0,0,0	2,12,16,27,9,16	0,1,0,1,0,0	288	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.8,1.0,0.9,1.0,1.0	0.05
9994	"ENSMUSG00000021645"	"Smn1"	chr13	+	100125818	100125931	100124857	100124965	100126586	100126658	9994	0,0,0,0,0,0	1,0,2,0,1,2	0,0,0,1,0,1	2,2,7,0,2,0	209	96	1	1.0	0.0,NA,0.0,NA,0.0,0.0	0.0,0.0,0.0,1.0,0.0,1.0	-0.333
9997	"ENSMUSG00000039050"	"Osbpl2"	chr2	+	180145088	180145186	180144831	180144966	180148425	180148608	9997	13,17,8,10,7,8	0,1,0,0,0,0	13,8,12,12,14,23	0,0,0,0,0,0	194	96	1	1.0	1.0,0.894,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.018
9998	"ENSMUSG00000034210"	"Efcab14"	chr4	+	115759869	115760061	115758808	115758895	115762217	115762298	9998	18,23,11,10,5,21	0,1,0,0,0,0	11,13,21,17,18,20	0,0,0,0,0,0	288	96	1	1.0	1.0,0.885,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.019
10001	"ENSMUSG00000021751"	"Acox2"	chr14	-	8230158	8230291	8225510	8225828	8241260	8241478	10001	10,27,33,38,16,15	0,0,0,1,0,0	51,59,31,57,25,45	0,0,0,0,0,0	229	96	1	1.0	1.0,1.0,1.0,0.941,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.01
10002	"ENSMUSG00000021751"	"Acox2"	chr14	-	8253442	8253562	8252882	8252998	8255193	8255301	10002	16,20,17,37,13,21	0,0,0,0,0,1	38,56,39,62,29,42	0,0,0,0,0,0	216	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.903	1.0,1.0,1.0,1.0,1.0,1.0	-0.016
10004	"ENSMUSG00000021751"	"Acox2"	chr14	-	8256701	8256935	8255994	8256157	8258821	8259353	10004	10,26,22,30,14,17	0,0,3,0,0,0	51,68,37,72,26,32	0,2,0,0,3,0	330	96	1	1.0	1.0,1.0,0.681,1.0,1.0,1.0	1.0,0.908,1.0,1.0,0.716,1.0	0.01
10013	"ENSMUSG00000023118"	"Sympk"	chr7	+	19034406	19034533	19030678	19030752	19035825	19035994	10013	7,23,12,20,13,10	1,1,0,0,0,0	11,15,20,23,14,12	0,0,0,0,0,0	223	96	1	1.0	0.751,0.908,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.057
10015	"ENSMUSG00000026199"	"Ankzf1"	chr1	+	75194177	75194284	75192159	75192677	75194840	75194943	10015	1,4,2,2,3,1	0,1,0,0,0,0	5,0,1,5,1,3	0,1,0,0,0,0	203	96	1	1.0	1.0,0.654,1.0,1.0,1.0,1.0	1.0,0.0,1.0,1.0,1.0,1.0	0.109
10016	"ENSMUSG00000033029"	"1700088E04Rik"	chr15	-	79136306	79136489	79135636	79135765	79139237	79139300	10016	0,5,1,2,3,6	1,0,2,0,0,0	5,5,4,9,3,3	0,0,0,1,5,0	279	96	0.914681104025	1.0	0.0,1.0,0.147,1.0,1.0,1.0	1.0,1.0,1.0,0.756,0.171,1.0	-0.13
10023	"ENSMUSG00000086288"	"Gm15265"	chr3	-	95002138	95002264	94998799	94999000	95004222	95004446	10023	0,0,0,1,0,0	0,3,0,0,2,0	0,0,0,1,0,1	0,1,0,0,1,0	222	96	1	1.0	NA,0.0,NA,1.0,0.0,NA	NA,0.0,NA,1.0,0.0,1.0	-0.167
10025	"ENSMUSG00000036095"	"Dgkb"	chr12	+	38084166	38084243	37981754	37982010	38100363	38100517	10025	0,0,1,0,1,0	0,0,0,0,0,0	0,0,0,0,0,1	0,0,1,0,0,0	173	96	1	1.0	NA,NA,1.0,NA,1.0,NA	NA,NA,0.0,NA,NA,1.0	0.5
10027	"ENSMUSG00000029599"	"Ddx54"	chr5	+	120624537	120624729	120623891	120623965	120625701	120625844	10027	22,19,10,10,9,17	0,1,0,0,0,0	8,20,17,12,17,25	0,0,0,0,0,0	288	96	1	1.0	1.0,0.864,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.023
10028	"ENSMUSG00000014426"	"Map3k4"	chr17	-	12242649	12242805	12239969	12240070	12243499	12243596	10028	0,2,0,1,0,0	8,5,4,3,2,11	0,2,3,2,3,1	4,6,4,17,3,7	252	96	0.0110468113583	0.59453641866	0.0,0.132,0.0,0.113,0.0,0.0	0.0,0.113,0.222,0.043,0.276,0.052	-0.077
10029	"ENSMUSG00000014426"	"Map3k4"	chr17	-	12277920	12278111	12270862	12272220	12318497	12318748	10029	3,8,0,2,4,6	0,0,0,0,0,0	1,10,6,9,6,7	0,0,0,0,0,1	287	96	1	1.0	1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.701	0.05
10031	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	166353564	166353684	166344691	166345081	166372637	166372824	10031	0,1,1,0,0,0	0,1,0,0,0,0	0,0,1,0,0,0	0,1,0,0,0,0	216	96	1	1.0	NA,0.308,1.0,NA,NA,NA	NA,0.0,1.0,NA,NA,NA	0.154
10034	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	166385390	166385481	166383934	166384000	166386951	166388988	10034	1,4,0,0,0,0	0,0,1,0,0,0	0,0,1,1,0,0	0,0,0,0,0,0	187	96	1	1.0	1.0,1.0,0.0,NA,NA,NA	NA,NA,1.0,1.0,NA,NA	-0.333
10040	"ENSMUSG00000041623"	"D11Wsu47e"	chr11	+	113685189	113685271	113684439	113684711	113687773	113688213	10040	1,0,0,0,1,1	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,2,0,0	178	96	1	1.0	1.0,NA,NA,NA,1.0,1.0	NA,NA,NA,0.0,NA,NA	1.0
10041	"ENSMUSG00000005947"	"Itgae"	chr11	+	73145540	73145651	73140666	73140762	73147050	73147446	10041	0,0,0,0,0,0	1,0,0,0,0,0	0,2,0,0,1,0	0,0,0,0,0,0	207	96	1	1.0	0.0,NA,NA,NA,NA,NA	NA,1.0,NA,NA,1.0,NA	-1.0
10042	"ENSMUSG00000036860"	"Mrpl55"	chr11	+	59204171	59204255	59202488	59202659	59204555	59204757	10042	9,13,4,3,6,8	0,0,0,0,0,0	5,5,7,7,6,7	1,0,0,0,0,0	180	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.727,1.0,1.0,1.0,1.0,1.0	0.045
10043	"ENSMUSG00000036860"	"Mrpl55"	chr11	+	59204174	59204255	59202485	59202659	59204555	59204757	10043	4,7,4,1,6,8	0,0,0,0,0,0	5,5,6,7,3,6	1,0,0,0,0,0	177	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.731,1.0,1.0,1.0,1.0,1.0	0.045
10044	"ENSMUSG00000036860"	"Mrpl55"	chr11	+	59204555	59204757	59202491	59202659	59205648	59206002	10044	11,18,11,8,5,12	0,0,0,1,0,0	11,12,7,24,5,23	0,0,0,0,3,0	298	96	0.732772229565	1.0	1.0,1.0,1.0,0.72,1.0,1.0	1.0,1.0,1.0,1.0,0.349,1.0	0.062
10045	"ENSMUSG00000001773"	"Folh1"	chr7	-	86736448	86736512	86734091	86734159	86742170	86742253	10045	60,72,52,55,58,70	2,2,0,1,3,6	18,17,27,39,10,21	0,0,0,3,0,0	160	96	0.00497502742415	0.338056184476	0.947,0.956,1.0,0.971,0.921,0.875	1.0,1.0,1.0,0.886,1.0,1.0	-0.036
10046	"ENSMUSG00000001773"	"Folh1"	chr7	-	86746784	86746883	86746111	86746197	86756937	86757031	10046	78,94,46,72,87,124	0,3,3,2,6,6	17,36,29,43,20,31	0,0,1,0,0,2	195	96	0.000174572536182	0.0306873775952	1.0,0.939,0.883,0.947,0.877,0.911	1.0,1.0,0.935,1.0,1.0,0.884	-0.044
10047	"ENSMUSG00000001773"	"Folh1"	chr7	-	86762916	86763042	86761700	86761887	86768135	86768237	10047	80,109,59,96,94,142	0,0,0,0,0,1	23,37,34,56,20,37	0,0,0,0,0,0	222	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.984	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
10055	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63148395	63148571	63147289	63147424	63149956	63150111	10055	118,157,66,102,108,154	0,0,0,0,0,0	117,148,123,197,123,157	0,0,0,0,0,1	272	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.982	0.003
10056	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63160879	63161014	63158901	63159864	63163666	63163852	10056	135,146,67,91,116,155	0,0,0,0,0,0	107,147,118,183,128,174	1,0,0,0,0,0	231	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.978,1.0,1.0,1.0,1.0,1.0	0.004
10057	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63172153	63172257	63170848	63170914	63175636	63175688	10057	13,13,6,3,7,7	0,0,0,0,1,0	6,10,12,20,10,13	0,0,0,1,0,0	200	96	1	1.0	1.0,1.0,1.0,1.0,0.771,1.0	1.0,1.0,1.0,0.906,1.0,1.0	-0.023
10058	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63172153	63172257	63170848	63170914	63176427	63176524	10058	12,13,8,4,7,7	7,9,4,6,3,10	6,13,15,25,16,19	7,9,15,15,8,12	200	96	0.722844548324	1.0	0.451,0.409,0.49,0.242,0.528,0.251	0.291,0.409,0.324,0.444,0.49,0.432	-0.003
10059	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63172153	63172257	63170848	63170914	63176585	63176669	10059	14,22,9,5,10,14	18,12,4,8,11,18	7,18,15,25,13,14	7,7,11,20,6,16	200	96	0.306404336357	1.0	0.272,0.468,0.519,0.231,0.304,0.272	0.324,0.552,0.396,0.375,0.51,0.296	-0.065
10060	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63175636	63175688	63170848	63170914	63176427	63176666	10060	0,0,0,0,1,1	7,9,4,6,3,10	0,0,1,2,0,0	7,9,15,15,8,12	148	96	1	1.0	0.0,0.0,0.0,0.0,0.178,0.061	0.0,0.0,0.041,0.08,0.0,0.0	0.02
10061	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63175636	63175688	63170848	63170914	63176585	63176822	10061	0,0,0,0,1,0	18,12,4,8,11,18	0,1,0,1,0,1	7,7,11,20,6,16	148	96	1	1.0	0.0,0.0,0.0,0.0,0.056,0.0	0.0,0.085,0.0,0.031,0.0,0.039	-0.017
10062	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63175636	63175688	63172153	63172257	63176427	63176666	10062	1,0,0,0,0,1	0,0,2,1,0,0	0,0,1,1,0,1	0,3,3,5,6,7	148	96	1	1.0	1.0,NA,0.0,0.0,NA,1.0	NA,0.0,0.178,0.115,0.0,0.085	0.424
10063	"ENSMUSG00000025968"	"Ndufs1"	chr1	-	63175636	63175688	63172153	63172257	63176585	63176822	10063	1,0,0,0,0,0	2,9,3,2,3,7	0,1,0,0,0,2	1,8,3,5,3,2	148	96	1	1.0	0.245,0.0,0.0,0.0,0.0,0.0	0.0,0.075,0.0,0.0,0.0,0.393	-0.037
10070	"ENSMUSG00000031750"	"Il34"	chr8	-	110746817	110746935	110742643	110742779	110748242	110748404	10070	0,0,0,0,0,0	2,3,0,0,1,2	1,0,1,0,1,7	5,15,16,25,17,19	214	96	1	1.0	0.0,0.0,NA,NA,0.0,0.0	0.082,0.0,0.027,0.0,0.026,0.142	-0.046
10078	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10578981	10579074	10577171	10578083	10580462	10580562	10078	3,5,2,1,2,2	0,0,0,0,1,0	4,7,6,5,3,6	0,0,1,1,0,0	189	96	1	1.0	1.0,1.0,1.0,1.0,0.504,1.0	1.0,1.0,0.753,0.717,1.0,1.0	0.006
10080	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10585181	10585390	10582297	10582496	10586690	10586845	10080	10,17,7,11,11,9	0,0,0,0,0,0	5,9,7,8,10,12	0,0,0,0,0,1	305	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.791	0.035
10086	"ENSMUSG00000044349"	"Snhg11"	chr2	+	158376732	158376824	158376080	158376326	158376993	158377072	10086	7,4,0,1,7,0	0,15,6,8,3,11	0,1,2,2,0,2	2,4,3,2,7,5	188	96	0.163601785356	1.0	1.0,0.12,0.0,0.06,0.544,0.0	0.0,0.113,0.254,0.338,0.0,0.17	0.142
10087	"ENSMUSG00000044349"	"Snhg11"	chr2	+	158376744	158376824	158376080	158376326	158376993	158377072	10087	11,8,3,2,7,1	0,15,6,8,3,11	3,2,2,1,1,2	2,4,3,2,7,5	176	96	0.152812742569	1.0	1.0,0.225,0.214,0.12,0.56,0.047	0.45,0.214,0.267,0.214,0.072,0.179	0.128
10090	"ENSMUSG00000022836"	"Mylk"	chr16	+	34912146	34912284	34899360	34899513	34913963	34914161	10090	5,10,5,7,4,8	0,0,0,0,0,0	5,12,5,14,5,13	0,0,0,0,1,0	234	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.672,1.0	0.055
10092	"ENSMUSG00000030805"	"Stx4a"	chr7	+	127848568	127848667	127848387	127848498	127848750	127849019	10092	11,10,8,9,7,20	0,0,0,0,0,0	4,15,16,16,11,12	0,0,0,0,0,1	195	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.855	0.024
10095	"ENSMUSG00000035476"	"Tab3"	chrX	+	85621553	85621647	85616373	85616534	85624341	85624425	10095	1,2,3,2,0,0	0,1,0,0,0,0	0,0,2,3,1,2	0,1,0,0,0,0	190	96	1	1.0	1.0,0.503,1.0,1.0,NA,NA	NA,0.0,1.0,1.0,1.0,1.0	0.076
10099	"ENSMUSG00000058594"	"Fbh1"	chr2	-	11769749	11769931	11767121	11767711	11777403	11777507	10099	6,11,5,8,13,12	1,0,0,0,0,0	3,10,6,5,2,9	0,0,0,0,0,0	278	96	1	1.0	0.674,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.054
10100	"ENSMUSG00000037902"	"Sirpa"	chr2	+	129608132	129608233	129593603	129593694	129608903	129608992	10100	2,6,0,2,1,0	0,3,2,0,0,2	0,0,0,1,0,1	0,0,0,0,0,0	197	96	1	1.0	1.0,0.494,0.0,1.0,1.0,0.0	NA,NA,NA,1.0,NA,1.0	-0.418
10103	"ENSMUSG00000000827"	"Tpd52l2"	chr2	+	181499302	181499453	181497182	181497332	181499844	181499990	10103	0,1,0,0,0,1	7,9,1,0,3,12	0,0,0,0,0,1	1,7,2,5,3,2	247	96	1	1.0	0.0,0.041,0.0,NA,0.0,0.031	0.0,0.0,0.0,0.0,0.0,0.163	-0.013
10105	"ENSMUSG00000000827"	"Tpd52l2"	chr2	+	181502875	181502935	181501904	181502053	181508165	181508267	10105	21,24,10,18,14,23	0,2,1,0,0,0	10,17,10,21,15,19	1,0,1,0,1,2	156	96	1	1.0	1.0,0.881,0.86,1.0,1.0,1.0	0.86,1.0,0.86,1.0,0.902,0.854	0.044
10107	"ENSMUSG00000000827"	"Tpd52l2"	chr2	+	181511573	181511615	181508165	181508267	181513038	181513056	10107	0,1,0,1,0,2	9,20,2,13,5,13	0,1,1,1,0,1	15,12,15,16,6,16	138	96	1	1.0	0.0,0.034,0.0,0.051,0.0,0.097	0.0,0.055,0.044,0.042,0.0,0.042	-0.0
10108	"ENSMUSG00000000827"	"Tpd52l2"	chr2	+	181513038	181513087	181508165	181508267	181515079	181515115	10108	19,31,5,21,11,21	0,0,0,0,0,0	18,16,22,23,16,27	1,0,0,0,0,0	145	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.923,1.0,1.0,1.0,1.0,1.0	0.013
