ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2744	"ENSMUSG00000016128"	"Stard13"	chr5	-	151059458	151059675	151059458	151059618	151060747	151060921	2744	0,0,0,1,0,0	1,1,0,0,0,0	0,1,0,0,0,0	1,0,0,1,0,1	153	96	1	1.0	0.0,0.0,NA,1.0,NA,NA	0.0,1.0,NA,0.0,NA,0.0	0.083
2745	"ENSMUSG00000042709"	"Atpaf2"	chr11	-	60405775	60405877	60405775	60405856	60407293	60407391	2745	0,0,0,0,0,0	6,6,3,3,6,7	0,0,1,0,0,1	0,8,1,6,4,8	117	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	NA,0.0,0.451,0.0,0.0,0.093	-0.109
2746	"ENSMUSG00000029089"	"5730480H06Rik"	chr5	+	48374372	48374538	48374383	48374538	48374179	48374247	2746	0,0,0,0,0,0	0,0,0,0,1,0	0,0,0,1,0,0	0,0,1,0,0,0	107	96	1	1.0	NA,NA,NA,NA,0.0,NA	NA,NA,0.0,1.0,NA,NA	-0.5
2747	"ENSMUSG00000033147"	"Slc22a15"	chr3	-	101880008	101880224	101880008	101880187	101883459	101883589	2747	0,0,0,0,0,0	0,1,0,0,0,0	0,0,0,0,1,0	0,0,0,0,0,0	133	96	1	1.0	NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA	-1.0
2750	"ENSMUSG00000026463"	"Atp2b4"	chr1	-	133753088	133753749	133753088	133753747	133800636	133801041	2750	1,1,0,0,0,0	0,0,0,0,1,0	0,1,0,1,1,2	0,0,0,0,0,0	98	96	1	1.0	1.0,1.0,NA,NA,0.0,NA	NA,1.0,NA,1.0,1.0,1.0	-0.333
2756	"ENSMUSG00000034349"	"Smc4"	chr3	+	69027492	69027718	69027562	69027718	69025823	69025985	2756	4,5,3,4,2,2	0,0,0,0,0,0	3,3,1,3,2,5	0,1,0,0,0,0	166	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.634,1.0,1.0,1.0,1.0	0.061
2759	"ENSMUSG00000041530"	"Ago1"	chr4	-	126460366	126460585	126460366	126460503	126460905	126461087	2759	0,0,1,0,0,1	2,3,0,1,3,4	0,0,0,0,1,0	0,4,1,4,2,2	178	96	1	1.0	0.0,0.0,1.0,0.0,0.0,0.119	NA,0.0,0.0,0.0,0.212,0.0	0.144
2761	"ENSMUSG00000032280"	"Tle3"	chr9	+	61401852	61402057	61401855	61402057	61394607	61394682	2761	1,3,1,0,0,6	0,0,1,0,0,0	4,6,4,12,6,11	0,1,1,0,1,3	99	96	1	1.0	1.0,1.0,0.492,NA,NA,1.0	1.0,0.853,0.795,1.0,0.853,0.78	-0.007
2762	"ENSMUSG00000032280"	"Tle3"	chr9	+	61401852	61402057	61401855	61402057	61394607	61394712	2762	1,2,0,2,0,0	0,0,0,0,0,1	0,2,0,3,0,4	0,0,0,0,3,1	99	96	1	1.0	1.0,1.0,NA,1.0,NA,0.0	NA,1.0,NA,1.0,0.0,0.795	0.051
2763	"ENSMUSG00000021012"	"Zc3h14"	chr12	+	98785317	98785406	98785329	98785406	98784915	98785052	2763	12,22,18,17,16,17	0,0,0,0,0,1	17,8,19,21,16,20	0,0,1,0,0,0	108	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.938	1.0,1.0,0.944,1.0,1.0,1.0	-0.001
2764	"ENSMUSG00000043262"	"Uevld"	chr7	-	46940132	46940303	46940132	46940277	46943787	46943890	2764	2,1,1,2,3,3	0,0,0,0,0,0	0,5,0,2,3,4	0,0,0,0,1,0	122	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	NA,1.0,NA,1.0,0.702,1.0	0.075
2771	"ENSMUSG00000040842"	"Szrd1"	chr4	-	141118526	141118781	141118526	141118778	141120323	141120373	2771	7,10,4,6,6,6	1,0,0,0,0,0	3,9,4,11,6,6	0,1,0,1,2,0	99	96	1	1.0	0.872,1.0,1.0,1.0,1.0,1.0	1.0,0.897,1.0,0.914,0.744,1.0	0.053
2772	"ENSMUSG00000040842"	"Szrd1"	chr4	-	141118526	141118781	141118526	141118778	141139691	141139775	2772	9,7,2,4,6,4	0,0,1,2,0,0	6,2,10,6,2,6	0,1,0,0,2,0	99	96	1	1.0	1.0,1.0,0.66,0.66,1.0,1.0	1.0,0.66,1.0,1.0,0.492,1.0	0.028
2781	"ENSMUSG00000015094"	"Npdc1"	chr2	+	25407840	25408014	25407843	25408014	25407595	25407736	2781	10,8,5,5,5,11	0,0,0,0,0,0	2,9,8,1,4,12	0,0,1,0,0,0	99	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.886,1.0,1.0,1.0	0.019
2785	"ENSMUSG00000000838"	"Fmr1"	chrX	+	68712230	68712413	68712305	68712413	68710583	68710779	2785	9,8,2,4,7,9	0,0,0,0,1,0	5,3,9,12,11,4	2,0,1,0,0,4	171	96	0.0723448365629	1.0	1.0,1.0,1.0,1.0,0.797,1.0	0.584,1.0,0.835,1.0,1.0,0.36	0.17
2789	"ENSMUSG00000041718"	"Alg13"	chrX	+	144319898	144320061	144320002	144320061	144318022	144318121	2789	3,2,0,1,1,1	0,0,1,0,0,0	2,1,2,1,1,0	0,0,0,0,0,0	200	96	1	1.0	1.0,1.0,0.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA	-0.167
2791	"ENSMUSG00000031921"	"Terf2"	chr8	-	107076609	107076999	107076609	107076996	107079368	107079469	2791	0,3,6,3,0,1	1,3,0,0,0,1	4,1,2,0,0,4	2,0,0,0,0,5	99	96	1	1.0	0.0,0.492,1.0,1.0,NA,0.492	0.66,1.0,1.0,NA,NA,0.437	-0.177
2792	"ENSMUSG00000005804"	"Bloc1s6"	chr2	+	122744125	122744213	122744129	122744213	122742588	122742730	2792	6,11,3,7,4,5	1,0,0,0,2,0	2,2,9,5,7,2	1,0,1,1,0,1	100	96	1	1.0	0.852,1.0,1.0,1.0,0.658,1.0	0.658,1.0,0.896,0.828,1.0,0.658	0.078
2793	"ENSMUSG00000022324"	"Matn2"	chr15	+	34433032	34433167	34433089	34433167	34432679	34432751	2793	2,2,0,2,0,1	1,0,0,2,1,0	3,5,2,2,3,2	2,1,1,3,0,2	153	96	1	1.0	0.557,1.0,NA,0.386,0.0,1.0	0.485,0.758,0.557,0.295,1.0,0.386	0.008
2794	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132541720	132541838	132541781	132541838	132538186	132538288	2794	0,0,0,0,1,1	6,9,7,13,4,6	0,0,0,0,0,0	7,8,6,6,7,10	157	96	1	1.0	0.0,0.0,0.0,0.0,0.133,0.092	0.0,0.0,0.0,0.0,0.0,0.0	0.037
2795	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132544009	132544122	132544055	132544122	132541781	132541838	2795	0,0,0,0,0,0	10,15,8,17,5,6	0,0,0,0,0,1	6,12,6,7,4,21	142	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.031	-0.005
2796	"ENSMUSG00000006576"	"Slc4a3"	chr1	+	75552127	75552252	75552138	75552252	75551636	75551820	2796	0,1,0,0,0,0	1,0,0,0,0,0	0,1,0,0,0,0	0,1,0,0,0,0	107	96	1	1.0	0.0,1.0,NA,NA,NA,NA	NA,0.473,NA,NA,NA,NA	0.027
2797	"ENSMUSG00000006576"	"Slc4a3"	chr1	+	75552127	75552252	75552152	75552252	75551636	75551820	2797	0,1,0,0,0,0	2,1,0,0,0,0	0,1,0,0,0,0	0,1,0,1,0,1	121	96	1	1.0	0.0,0.442,NA,NA,NA,NA	NA,0.442,NA,0.0,NA,0.0	0.074
2798	"ENSMUSG00000006576"	"Slc4a3"	chr1	+	75552138	75552252	75552152	75552252	75551636	75551820	2798	1,0,0,0,0,0	2,1,0,0,0,0	0,1,0,0,0,0	0,1,0,1,0,1	110	96	1	1.0	0.304,0.0,NA,NA,NA,NA	NA,0.466,NA,0.0,NA,0.0	-0.003
2801	"ENSMUSG00000028459"	"Cd72"	chr4	-	43449451	43449549	43449451	43449528	43450069	43450221	2801	1,0,0,0,0,0	1,1,0,0,0,1	0,0,0,0,0,0	0,1,1,0,0,1	117	96	1	1.0	0.451,0.0,NA,NA,NA,0.0	NA,0.0,0.0,NA,NA,0.0	0.15
2811	"ENSMUSG00000034786"	"Gpsm3"	chr17	+	34590741	34590941	34590779	34590941	34590460	34590563	2811	0,4,1,1,2,3	0,0,1,0,0,0	0,0,1,3,0,0	0,0,0,0,1,0	134	96	1	1.0	NA,1.0,0.417,1.0,1.0,1.0	NA,NA,1.0,1.0,0.0,NA	0.217
2813	"ENSMUSG00000018678"	"Sp2"	chr11	-	96963364	96963444	96963364	96963441	96977620	96977711	2813	0,1,0,2,0,0	2,0,1,1,0,1	0,0,0,1,1,0	0,0,0,0,1,1	99	96	1	1.0	0.0,1.0,0.0,0.66,NA,0.0	NA,NA,NA,1.0,0.492,0.0	-0.165
2816	"ENSMUSG00000025280"	"Polr3a"	chr14	-	24469264	24469443	24469264	24469429	24470533	24470672	2816	0,0,0,1,0,0	1,1,0,1,1,1	0,0,0,0,0,0	0,1,1,1,0,4	110	96	1	1.0	0.0,0.0,NA,0.466,0.0,0.0	NA,0.0,0.0,0.0,NA,0.0	0.093
2817	"ENSMUSG00000037355"	"Uvssa"	chr5	+	33410858	33411042	33410962	33411042	33409426	33409549	2817	3,1,0,4,0,2	0,0,0,0,1,0	0,1,0,3,3,1	0,0,0,2,0,0	200	96	1	1.0	1.0,1.0,NA,1.0,0.0,1.0	NA,1.0,NA,0.419,1.0,1.0	-0.055
2818	"ENSMUSG00000040782"	"Cop1"	chr1	+	159319723	159319840	159319747	159319840	159308882	159308964	2818	0,0,0,0,0,0	0,1,0,0,0,0	0,0,0,0,0,1	0,0,0,0,0,0	120	96	1	1.0	NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0	-1.0
2819	"ENSMUSG00000024566"	"Atp9b"	chr18	-	80738652	80738856	80738652	80738781	80739746	80739804	2819	4,6,2,4,3,5	0,0,0,0,0,0	1,10,8,6,3,7	1,0,0,0,0,0	171	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.36,1.0,1.0,1.0,1.0,1.0	0.107
2820	"ENSMUSG00000024566"	"Atp9b"	chr18	-	80754244	80754402	80754244	80754389	80756453	80756543	2820	0,0,0,0,0,1	5,7,0,0,5,5	0,0,0,0,0,2	5,9,6,6,6,8	109	96	1	1.0	0.0,0.0,NA,NA,0.0,0.15	0.0,0.0,0.0,0.0,0.0,0.18	0.007
2830	"ENSMUSG00000004508"	"Gab2"	chr7	+	97303023	97303129	97303026	97303129	97302368	97302459	2830	3,2,3,1,4,2	0,0,0,2,0,0	4,3,5,1,6,3	0,1,0,4,0,1	99	96	0.293563715616	1.0	1.0,1.0,1.0,0.327,1.0,1.0	1.0,0.744,1.0,0.195,1.0,0.744	0.107
2831	"ENSMUSG00000074247"	"Dda1"	chr8	+	71472036	71472117	71472040	71472117	71469198	71469325	2831	6,5,0,0,2,3	0,0,1,0,0,0	0,1,0,0,1,4	0,0,0,0,0,0	100	96	1	1.0	1.0,1.0,0.0,NA,1.0,1.0	NA,1.0,NA,NA,1.0,1.0	-0.2
2833	"ENSMUSG00000038324"	"Trpc4ap"	chr2	-	155650418	155650585	155650418	155650561	155653492	155653678	2833	15,19,12,7,10,10	1,0,1,0,0,0	8,12,10,20,12,16	0,0,0,4,0,1	120	96	1	1.0	0.923,1.0,0.906,1.0,1.0,1.0	1.0,1.0,1.0,0.8,1.0,0.928	0.017
2835	"ENSMUSG00000020166"	"Cnot2"	chr10	-	116549032	116549175	116549032	116549105	116581452	116581483	2835	4,10,0,0,6,2	0,0,1,0,0,0	3,1,2,2,4,3	0,0,0,1,0,0	166	96	1	1.0	1.0,1.0,0.0,NA,1.0,1.0	1.0,1.0,1.0,0.536,1.0,1.0	-0.123
2836	"ENSMUSG00000113949"	"Scamp4"	chr10	+	80609212	80609458	80609329	80609458	80608802	80608850	2836	0,0,0,0,0,0	3,0,1,1,2,4	0,0,0,0,0,1	1,4,0,3,0,0	213	96	1	1.0	0.0,NA,0.0,0.0,0.0,0.0	0.0,0.0,NA,0.0,NA,1.0	-0.25
2837	"ENSMUSG00000109644"	"0610005C13Rik"	chr7	-	45570985	45571192	45570985	45571185	45574412	45574522	2837	18,31,11,21,16,29	4,3,0,0,0,0	18,18,30,38,14,29	0,0,0,2,0,1	103	96	0.645123397449	1.0	0.807,0.906,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.947,1.0,0.964	-0.033
2840	"ENSMUSG00000028064"	"Sema4a"	chr3	-	88451344	88451467	88451344	88451450	88451687	88451786	2840	0,0,0,0,2,0	14,21,13,18,13,29	0,1,0,0,0,2	6,19,20,33,21,18	113	96	1	1.0	0.0,0.0,0.0,0.0,0.116,0.0	0.0,0.043,0.0,0.0,0.0,0.086	-0.002
2841	"ENSMUSG00000028064"	"Sema4a"	chr3	-	88451344	88451497	88451344	88451450	88451687	88451786	2841	1,0,0,2,2,1	14,21,13,18,13,29	0,2,4,4,2,3	6,19,20,33,21,18	143	96	1	1.0	0.046,0.0,0.0,0.069,0.094,0.023	0.0,0.066,0.118,0.075,0.06,0.101	-0.031
2842	"ENSMUSG00000028064"	"Sema4a"	chr3	-	88451344	88451497	88451344	88451467	88451687	88451786	2842	1,0,0,2,1,1	0,0,0,0,1,0	0,1,4,4,2,1	0,0,0,0,0,0	126	96	1	1.0	1.0,NA,NA,1.0,0.432,1.0	NA,1.0,1.0,1.0,1.0,1.0	-0.142
2843	"ENSMUSG00000001632"	"Brpf1"	chr6	+	113319037	113319361	113319040	113319361	113318411	113318721	2843	1,2,2,0,0,0	0,3,0,0,1,1	1,0,1,0,0,0	0,1,2,2,0,0	99	96	1	1.0	1.0,0.393,1.0,NA,0.0,0.0	1.0,0.0,0.327,0.0,NA,NA	0.147
2846	"ENSMUSG00000027865"	"Gdap2"	chr3	+	100201973	100202117	100202010	100202117	100196542	100196597	2846	5,5,3,3,4,2	0,0,0,0,0,0	3,3,3,10,5,4	0,0,0,0,2,0	133	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.643,1.0	0.059
2848	"ENSMUSG00000056050"	"Mia3"	chr1	-	183338058	183338169	183338058	183338157	183338262	183338340	2848	5,14,7,5,3,1	0,0,0,0,0,0	6,13,13,12,9,7	4,0,0,0,0,1	108	96	0.64762433211	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.571,1.0,1.0,1.0,1.0,0.862	0.095
2849	"ENSMUSG00000109628"	"BC024386"	chr7	+	140906365	140906661	140906517	140906661	140906013	140906065	2849	33,45,32,41,28,34	0,0,0,0,0,0	38,39,54,59,57,70	0,0,1,0,0,0	248	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.954,1.0,1.0,1.0	0.008
2850	"ENSMUSG00000109628"	"BC024386"	chr7	+	140906365	140906661	140906517	140906661	140906041	140906206	2850	36,45,32,41,28,34	1,0,0,0,0,5	39,42,54,59,57,70	5,5,1,0,6,10	248	96	4.06247906111e-05	0.00664505503567	0.933,1.0,1.0,1.0,1.0,0.725	0.751,0.765,0.954,1.0,0.786,0.73	0.112
2851	"ENSMUSG00000109628"	"BC024386"	chr7	+	140907112	140907351	140907261	140907351	140906082	140906136	2851	31,35,30,43,21,33	0,0,0,0,0,0	49,67,43,59,49,72	0,1,0,0,0,0	245	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.963,1.0,1.0,1.0,1.0	0.006
2852	"ENSMUSG00000109628"	"BC024386"	chr7	+	140907258	140907351	140907261	140907351	140906365	140906661	2852	1,3,1,5,1,2	0,0,0,0,1,2	0,2,1,0,3,7	1,3,0,8,1,0	99	96	0.00120589919893	0.0812208578103	1.0,1.0,1.0,1.0,0.492,0.492	0.0,0.393,1.0,0.0,0.744,1.0	0.308
2853	"ENSMUSG00000109628"	"BC024386"	chr7	+	140907112	140907351	140907261	140907351	140906517	140906661	2853	33,40,31,45,21,39	0,0,0,0,1,2	55,76,52,69,57,82	1,3,0,8,1,0	245	96	0.00263786348774	0.137288804248	1.0,1.0,1.0,1.0,0.892,0.884	0.956,0.908,1.0,0.772,0.957,1.0	0.031
2854	"ENSMUSG00000109628"	"BC024386"	chr7	+	140907790	140907979	140907839	140907979	140907556	140907705	2854	5,3,4,3,4,5	10,12,7,19,5,8	10,15,10,20,11,13	11,9,14,19,21,10	145	96	0.00229868879463	0.126447946322	0.249,0.142,0.274,0.095,0.346,0.293	0.376,0.525,0.321,0.411,0.257,0.463	-0.159
2855	"ENSMUSG00000038642"	"Ctss"	chr3	+	95529433	95529560	95529436	95529560	95526785	95526925	2855	1,0,0,1,0,0	18,19,3,3,3,1	0,0,0,0,0,0	1,6,0,1,1,2	99	96	1	1.0	0.051,0.0,0.0,0.244,0.0,0.0	0.0,0.0,NA,0.0,0.0,0.0	0.049
2858	"ENSMUSG00000026814"	"Eng"	chr2	+	32678383	32678572	32678455	32678572	32677922	32677961	2858	0,1,0,1,0,0	15,28,17,19,23,19	0,0,0,1,1,0	17,13,13,14,11,37	168	96	1	1.0	0.0,0.02,0.0,0.029,0.0,0.0	0.0,0.0,0.0,0.039,0.049,0.0	-0.006
2862	"ENSMUSG00000005982"	"Naa60"	chr16	+	3900642	3900877	3900692	3900877	3899871	3899968	2862	5,18,2,14,10,9	1,5,1,2,0,0	12,25,9,21,25,20	0,2,0,3,0,0	146	96	0.0534453059135	1.0	0.767,0.703,0.568,0.822,1.0,1.0	1.0,0.892,1.0,0.822,1.0,1.0	-0.142
2863	"ENSMUSG00000041199"	"Rpusd1"	chr17	+	25728180	25728391	25728202	25728391	25727716	25727847	2863	0,1,0,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	0,1,0,0,0,1	118	96	1	1.0	NA,1.0,NA,0.0,NA,NA	NA,0.0,NA,NA,NA,0.0	0.5
2864	"ENSMUSG00000010660"	"Plcd1"	chr9	-	119073762	119073980	119073762	119073922	119074164	119074323	2864	0,0,0,0,1,0	1,0,0,1,0,1	1,1,0,0,0,0	0,0,0,1,0,0	154	96	1	1.0	0.0,NA,NA,0.0,1.0,0.0	1.0,1.0,NA,0.0,NA,NA	-0.417
2865	"ENSMUSG00000020865"	"Abcc3"	chr11	-	94359828	94359943	94359828	94359940	94361171	94361349	2865	10,30,9,18,9,7	7,10,3,6,2,0	0,0,0,1,0,2	0,0,0,0,0,1	99	96	1	1.0	0.581,0.744,0.744,0.744,0.814,1.0	NA,NA,NA,1.0,NA,0.66	-0.059
2869	"ENSMUSG00000022847"	"Thpo"	chr16	-	20728718	20728933	20728718	20728846	20729063	20729217	2869	0,1,0,1,0,0	1,1,3,2,1,0	0,0,1,1,0,0	4,4,1,5,1,3	183	96	1	1.0	0.0,0.344,0.0,0.208,0.0,NA	0.0,0.0,0.344,0.095,0.0,0.0	0.037
2873	"ENSMUSG00000033439"	"Trmt13"	chr3	-	116582493	116582923	116582493	116582724	116585195	116585270	2873	4,4,0,1,1,4	0,0,0,0,0,0	1,3,0,4,7,4	0,0,0,0,1,0	295	96	1	1.0	1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,NA,1.0,0.695,1.0	0.061
2874	"ENSMUSG00000033439"	"Trmt13"	chr3	-	116588471	116588639	116588471	116588524	116589490	116589597	2874	4,1,3,0,1,4	0,0,1,0,1,0	3,1,1,2,4,0	0,0,0,0,0,0	211	96	1	1.0	1.0,1.0,0.577,NA,0.313,1.0	1.0,1.0,1.0,1.0,1.0,NA	-0.222
2876	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6989422	6989587	6989422	6989584	6989680	6989865	2876	5,9,4,3,0,7	0,3,0,2,0,2	6,6,4,5,5,5	0,0,1,0,0,5	99	96	1	1.0	1.0,0.744,1.0,0.593,NA,0.772	1.0,1.0,0.795,1.0,1.0,0.492	-0.059
2877	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6990717	6990831	6990717	6990811	6992158	6992272	2877	0,1,0,1,0,0	3,1,0,2,3,2	0,0,0,0,0,0	1,4,5,5,3,9	116	96	1	1.0	0.0,0.453,NA,0.293,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.149
2884	"ENSMUSG00000029592"	"Usp30"	chr5	+	114111868	114111914	114111871	114111914	114111116	114111215	2884	3,5,0,3,1,2	0,0,0,2,0,1	0,4,2,8,2,2	0,0,0,1,1,0	99	96	1	1.0	1.0,1.0,NA,0.593,1.0,0.66	NA,1.0,1.0,0.886,0.66,1.0	-0.059
2887	"ENSMUSG00000019487"	"Trip10"	chr17	+	57262353	57262472	57262356	57262472	57261639	57261788	2887	6,3,1,1,0,1	4,6,5,4,6,0	3,4,0,2,2,2	8,8,2,5,5,6	99	96	0.524066250986	1.0	0.593,0.327,0.162,0.195,0.0,1.0	0.267,0.327,0.0,0.279,0.279,0.244	0.147
2890	"ENSMUSG00000005417"	"Mprip"	chr11	+	59735829	59736064	59735943	59736064	59731507	59731592	2890	19,24,12,27,13,22	0,0,0,0,0,0	8,33,15,25,25,22	0,1,0,0,0,2	210	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.938,1.0,1.0,1.0,0.834	0.038
2892	"ENSMUSG00000061758"	"Akr1b10"	chr6	+	34390054	34390132	34390079	34390132	34388775	34388892	2892	1,3,3,4,3,2	0,0,0,0,0,0	1,5,0,2,8,6	0,0,0,1,0,0	121	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,0.613,1.0,1.0	0.077
2895	"ENSMUSG00000032187"	"Smarca4"	chr9	+	21686012	21686275	21686021	21686275	21678928	21679147	2895	0,0,0,1,1,0	0,3,0,3,0,4	1,0,0,0,0,0	2,8,4,6,3,4	105	96	1	1.0	NA,0.0,NA,0.234,1.0,0.0	0.314,0.0,0.0,0.0,0.0,0.0	0.256
2896	"ENSMUSG00000032187"	"Smarca4"	chr9	+	21699799	21699908	21699802	21699908	21686021	21686275	2896	3,9,2,6,1,5	0,2,2,1,0,1	6,3,2,7,7,4	0,0,0,0,2,3	99	96	0.849661197908	1.0	1.0,0.814,0.492,0.853,1.0,0.829	1.0,1.0,1.0,1.0,0.772,0.564	-0.058
2897	"ENSMUSG00000028439"	"Fam219a"	chr4	-	41517690	41520398	41517690	41520395	41520911	41520966	2897	4,4,2,3,2,4	0,0,0,0,0,0	0,5,2,2,6,4	1,0,2,0,1,0	99	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.0,1.0,0.492,1.0,0.853,1.0	0.276
2900	"ENSMUSG00000024392"	"Bag6"	chr17	+	35142922	35143010	35142925	35143010	35142726	35142839	2900	6,10,4,5,9,6	12,10,11,13,3,0	3,6,10,8,16,3	5,9,12,15,14,9	99	96	0.41050749985	1.0	0.327,0.492,0.261,0.272,0.744,1.0	0.368,0.393,0.447,0.341,0.526,0.244	0.13
2901	"ENSMUSG00000024392"	"Bag6"	chr17	+	35146245	35146353	35146266	35146353	35146025	35146169	2901	24,26,9,15,10,21	0,0,0,0,1,0	14,21,8,37,23,31	0,1,0,1,0,0	117	96	1	1.0	1.0,1.0,1.0,1.0,0.891,1.0	1.0,0.945,1.0,0.968,1.0,1.0	-0.004
2903	"ENSMUSG00000031399"	"Fam3a"	chrX	-	74387627	74387806	74387627	74387751	74390473	74390497	2903	0,0,0,0,0,0	7,8,0,1,2,5	0,1,0,0,0,1	2,5,7,7,4,8	151	96	1	1.0	0.0,0.0,NA,0.0,0.0,0.0	0.0,0.113,0.0,0.0,0.0,0.074	-0.031
2904	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24882616	24883409	24882616	24883314	24883805	24883875	2904	0,0,0,0,0,1	10,11,4,9,4,3	1,2,0,0,0,0	9,5,4,9,11,10	191	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.143	0.053,0.167,0.0,0.0,0.0,0.0	-0.013
2906	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24884400	24884514	24884400	24884483	24885418	24885617	2906	2,3,3,1,1,1	0,1,0,0,0,0	3,2,1,4,2,2	0,0,0,1,0,0	127	96	1	1.0	1.0,0.694,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.751,1.0,1.0	-0.009
2907	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24884400	24884555	24884400	24884483	24885418	24885617	2907	7,10,7,8,6,7	0,1,0,0,0,0	23,20,17,33,15,25	0,0,0,1,0,0	168	96	1	1.0	1.0,0.851,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.95,1.0,1.0	-0.017
2908	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24884400	24884586	24884400	24884483	24885418	24885617	2908	6,5,5,2,0,3	0,1,0,0,0,0	12,9,7,10,5,12	0,0,0,1,0,0	199	96	1	1.0	1.0,0.707,1.0,1.0,NA,1.0	1.0,1.0,1.0,0.828,1.0,1.0	-0.03
2909	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24884400	24884555	24884400	24884514	24885418	24885617	2909	5,7,4,7,6,7	0,0,0,0,1,1	20,18,16,29,13,23	0,0,0,0,0,0	137	96	1	1.0	1.0,1.0,1.0,1.0,0.808,0.831	1.0,1.0,1.0,1.0,1.0,1.0	-0.06
2910	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24884400	24884586	24884400	24884514	24885418	24885617	2910	4,2,2,1,0,3	0,0,0,0,1,1	9,7,6,6,3,10	0,0,0,0,0,0	168	96	1	1.0	1.0,1.0,1.0,1.0,0.0,0.632	1.0,1.0,1.0,1.0,1.0,1.0	-0.228
2911	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24884400	24884586	24884400	24884555	24885418	24885617	2911	2,0,0,0,0,0	3,5,2,6,6,4	2,0,1,0,0,1	13,11,11,23,10,14	127	96	1	1.0	0.335,0.0,0.0,0.0,0.0,0.0	0.104,0.0,0.064,0.0,0.0,0.051	0.019
2912	"ENSMUSG00000039183"	"Nubp2"	chr17	-	24885418	24885634	24885418	24885617	24885718	24885837	2912	0,1,1,2,0,0	8,4,5,7,6,3	0,0,1,1,0,0	6,10,9,12,12,10	113	96	1	1.0	0.0,0.175,0.145,0.195,0.0,0.0	0.0,0.0,0.086,0.066,0.0,0.0	0.06
2914	"ENSMUSG00000025764"	"Jade1"	chr3	+	41593766	41593954	41593802	41593954	41591682	41591840	2914	5,6,7,8,2,9	0,0,0,0,0,0	4,4,2,7,3,8	0,0,1,0,0,0	132	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.593,1.0,1.0,1.0	0.068
2918	"ENSMUSG00000042613"	"Pbxip1"	chr3	+	89443100	89443248	89443121	89443248	89439516	89439601	2918	2,0,1,1,0,0	0,5,0,4,2,0	0,0,0,0,0,0	1,0,0,0,0,1	117	96	1	1.0	1.0,0.0,1.0,0.17,0.0,NA	0.0,NA,NA,NA,NA,0.0	0.434
2924	"ENSMUSG00000052593"	"Adam17"	chr12	-	21329053	21329155	21329053	21329132	21330032	21330163	2924	0,0,0,0,0,0	3,7,1,7,1,4	0,0,0,0,1,0	6,5,3,6,5,5	119	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.139,0.0	-0.023
