ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
811	"ENSMUSG00000030825"	"Hsd17b14"	chr7	+	45562914	45563019	45565954	45566022	45559380	45559472	45566119	45566216	811	25,25,9,16,14,7	5,5,8,6,7,10	1,0,3,5,0,0	1,1,0,0,0,0	201	164	1	1.0	0.803,0.803,0.479,0.685,0.62,0.364	0.449,0.0,1.0,1.0,NA,NA	0.013
812	"ENSMUSG00000027309"	"4930402H24Rik"	chr2	-	130820468	130820588	130822420	130822500	130814178	130814303	130839963	130840134	812	3,2,2,0,1,0	3,4,1,7,4,14	2,0,1,0,0,0	3,7,7,13,3,5	176	216	0.0196683942664	0.266986203033	0.551,0.38,0.711,0.0,0.235,0.0	0.45,0.0,0.149,0.0,0.0,0.0	0.213
813	"ENSMUSG00000037989"	"Wnk2"	chr13	-	49044373	49044418	49051356	49051527	49042627	49042866	49052558	49052773	813	2,0,0,0,0,0	0,0,0,0,0,1	2,0,2,1,1,4	0,0,0,0,0,0	267	141	1	1.0	1.0,NA,NA,NA,NA,0.0	1.0,NA,1.0,1.0,1.0,1.0	-0.5
814	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78436900	78436963	78437157	78437232	78435584	78435710	78437583	78437671	814	7,11,3,9,0,3	0,0,0,0,2,0	3,4,13,8,4,10	0,1,0,0,0,0	159	171	1	1.0	1.0,1.0,1.0,1.0,0.0,1.0	1.0,0.811,1.0,1.0,1.0,1.0	-0.135
815	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78436900	78436994	78437157	78437232	78435584	78435710	78437583	78437671	815	7,13,3,10,0,3	0,0,0,0,2,0	3,5,14,9,5,12	0,1,0,0,0,0	190	171	1	1.0	1.0,1.0,1.0,1.0,0.0,1.0	1.0,0.818,1.0,1.0,1.0,1.0	-0.136
816	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78436900	78437099	78437157	78437232	78435584	78435710	78437583	78437671	816	11,16,3,15,3,7	0,0,0,0,2,0	7,9,22,19,10,18	0,1,0,0,0,0	295	171	1	1.0	1.0,1.0,1.0,1.0,0.465,1.0	1.0,0.839,1.0,1.0,1.0,1.0	-0.062
817	"ENSMUSG00000032388"	"Spg21"	chr9	+	65481860	65481968	65484441	65484582	65480378	65480487	65486832	65488470	817	14,17,14,6,19,8	20,33,20,22,11,22	11,16,18,22,11,19	15,24,16,26,9,19	204	237	0.142837616747	0.731646014671	0.448,0.374,0.448,0.241,0.667,0.297	0.46,0.436,0.567,0.496,0.587,0.537	-0.101
820	"ENSMUSG00000022150"	"Dab2"	chr15	+	6424634	6424697	6429295	6429949	6424196	6424250	6430953	6431107	820	96,103,76,79,105,146	25,37,25,35,26,34	88,111,110,172,96,152	20,37,34,24,30,60	159	750	0.609019232089	1.0	0.948,0.929,0.935,0.914,0.95,0.953	0.954,0.934,0.939,0.971,0.938,0.923	-0.005
822	"ENSMUSG00000028563"	"Tm2d1"	chr4	-	98365562	98365636	98374919	98375013	98357917	98358047	98380617	98380691	822	0,0,0,0,1,0	25,21,6,20,20,22	0,0,0,1,0,0	12,13,19,18,8,26	190	170	1	1.0	0.0,0.0,0.0,0.0,0.043,0.0	0.0,0.0,0.0,0.047,0.0,0.0	-0.001
823	"ENSMUSG00000028563"	"Tm2d1"	chr4	-	98365562	98365636	98374919	98375028	98357917	98358047	98380617	98380691	823	13,15,0,4,9,9	25,21,6,20,20,22	8,15,15,25,11,14	12,13,19,18,8,26	205	170	0.00411469191157	0.0925303888407	0.301,0.372,0.0,0.142,0.272,0.253	0.356,0.489,0.396,0.535,0.533,0.309	-0.213
825	"ENSMUSG00000055137"	"Sugct"	chr13	-	17323204	17323276	17452456	17452552	17301917	17302015	17554325	17554469	825	32,46,16,33,28,31	25,49,26,27,24,40	31,54,28,61,34,57	42,47,36,36,46,47	192	168	0.80166530219	1.0	0.528,0.451,0.35,0.517,0.505,0.404	0.392,0.501,0.405,0.597,0.393,0.515	-0.008
828	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32333065	32333204	32334681	32334820	32327960	32328047	32335775	32335843	828	0,1,0,4,2,0	0,1,0,1,0,0	0,0,0,0,0,1	0,0,0,0,0,0	235	235	1	1.0	NA,0.5,NA,0.8,1.0,NA	NA,NA,NA,NA,NA,1.0	-0.233
833	"ENSMUSG00000060002"	"Chpt1"	chr10	-	88477009	88477168	88480814	88480946	88476347	88476473	88482230	88482315	833	269,333,188,254,193,258	372,457,274,363,256,393	375,544,498,689,412,519	644,813,552,799,576,720	228	255	0.600669547995	1.0	0.447,0.449,0.434,0.439,0.457,0.423	0.394,0.428,0.502,0.491,0.444,0.446	-0.009
834	"ENSMUSG00000006315"	"Tmem147"	chr7	-	30728204	30728289	30728656	30728716	30727986	30728108	30729201	30729271	834	12,23,14,9,14,27	31,59,22,45,28,59	18,20,37,33,22,30	33,46,45,53,38,63	156	181	0.0629129772659	0.479386487927	0.31,0.311,0.425,0.188,0.367,0.347	0.388,0.335,0.488,0.419,0.402,0.356	-0.073
835	"ENSMUSG00000006315"	"Tmem147"	chr7	-	30728656	30728716	30729201	30729271	30728431	30728568	30729343	30729522	835	25,35,5,15,18,20	9,28,7,11,5,15	22,29,28,27,29,34	6,18,13,21,17,23	166	156	0.764798284416	1.0	0.723,0.54,0.402,0.562,0.772,0.556	0.775,0.602,0.669,0.547,0.616,0.581	-0.039
837	"ENSMUSG00000039988"	"Ankrd13c"	chr3	+	157972999	157973045	157975227	157975294	157972231	157972317	157988639	157988784	837	11,2,0,2,8,2	15,12,6,9,13,14	6,15,10,13,5,14	14,19,30,27,14,15	142	163	0.0791351410252	0.530075971962	0.457,0.161,0.0,0.203,0.414,0.141	0.33,0.475,0.277,0.356,0.291,0.517	-0.145
838	"ENSMUSG00000039988"	"Ankrd13c"	chr3	+	157994596	157994758	157999656	157999736	157991680	157991812	158001073	158001172	838	33,54,20,31,25,49	27,44,20,29,27,31	60,79,65,109,50,71	12,46,35,56,24,42	258	176	0.00126648333099	0.0422733050531	0.455,0.456,0.406,0.422,0.387,0.519	0.773,0.54,0.559,0.57,0.587,0.536	-0.153
839	"ENSMUSG00000029074"	"Ttll10"	chr4	-	156047562	156047643	156048291	156048704	156047349	156047482	156050200	156050266	839	10,20,6,9,8,7	1,1,0,0,0,0	6,4,13,15,7,13	0,1,0,0,0,0	509	177	1	1.0	0.777,0.874,1.0,1.0,1.0,1.0	1.0,0.582,1.0,1.0,1.0,1.0	0.011
841	"ENSMUSG00000018565"	"Elp5"	chr11	-	69969492	69969588	69970560	69970742	69969095	69969196	69975039	69975260	841	16,19,7,12,11,16	16,12,3,7,3,3	23,23,19,28,14,20	5,8,13,9,10,18	278	192	0.950145315099	1.0	0.409,0.522,0.617,0.542,0.717,0.786	0.761,0.665,0.502,0.682,0.492,0.434	0.009
842	"ENSMUSG00000018565"	"Elp5"	chr11	-	69970560	69970742	69975039	69975260	69969492	69969588	69979829	69979910	842	10,23,11,17,21,25	15,29,2,15,12,13	18,28,12,25,19,31	21,14,19,27,18,25	317	278	0.416414753383	1.0	0.369,0.41,0.828,0.498,0.605,0.628	0.429,0.637,0.356,0.448,0.481,0.521	0.078
843	"ENSMUSG00000038453"	"Srcin1"	chr11	-	97542533	97542557	97548879	97548978	97537043	97537239	97551676	97551978	843	0,1,0,0,0,0	0,0,0,0,0,1	0,1,0,0,0,1	1,0,0,0,0,0	195	120	1	1.0	NA,1.0,NA,NA,NA,0.0	0.0,1.0,NA,NA,NA,1.0	-0.167
844	"ENSMUSG00000070436"	"Serpinh1"	chr7	-	99351823	99351867	99352881	99352965	99348802	99349464	99353052	99353114	844	1,1,0,0,1,0	0,1,1,1,0,0	0,0,1,0,0,1	0,0,0,1,0,0	180	140	1	1.0	1.0,0.438,0.0,0.0,1.0,NA	NA,NA,1.0,0.0,NA,1.0	-0.179
848	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20473027	20473108	20474906	20475033	20471698	20471781	20476395	20476478	848	6,3,3,2,6,1	4,0,0,1,1,0	3,2,5,4,1,5	0,1,0,4,4,0	223	177	0.235765241818	0.905731470651	0.544,1.0,1.0,0.614,0.826,1.0	1.0,0.614,1.0,0.443,0.166,1.0	0.127
849	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20474906	20475033	20478132	20478158	20471698	20471781	20486329	20486437	849	0,0,0,0,0,0	3,1,1,0,3,0	0,0,1,0,0,0	2,1,2,1,0,5	122	223	1	1.0	0.0,0.0,0.0,NA,0.0,NA	0.0,0.0,0.478,0.0,NA,0.0	-0.096
850	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20474906	20475033	20478132	20478254	20471698	20471781	20486329	20486437	850	2,6,4,1,1,1	3,1,1,0,3,0	1,1,3,4,2,4	2,1,2,1,0,5	218	223	0.182522730182	0.816922122465	0.405,0.86,0.804,1.0,0.254,1.0	0.338,0.506,0.605,0.804,1.0,0.45	0.103
851	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20474906	20475033	20478132	20478279	20471698	20471781	20486329	20486437	851	0,6,1,0,2,1	3,1,1,0,3,0	1,0,3,1,0,3	2,1,2,1,0,5	243	223	1	1.0	0.0,0.846,0.479,NA,0.38,1.0	0.315,0.0,0.579,0.479,NA,0.355	0.195
852	"ENSMUSG00000059475"	"Zfp426"	chr9	-	20474906	20475033	20476395	20476478	20473027	20473108	20486329	20486437	852	1,0,0,1,0,0	5,1,1,0,3,0	0,0,0,0,0,0	2,2,7,5,2,6	179	223	1	1.0	0.199,0.0,0.0,1.0,0.0,NA	0.0,0.0,0.0,0.0,0.0,0.0	0.24
853	"ENSMUSG00000027333"	"Smox"	chr2	+	131520411	131521171	131522058	131522219	131520094	131520268	131524742	131525172	853	11,12,6,2,3,11	2,3,1,2,1,5	3,11,5,11,6,9	2,3,1,2,0,2	856	257	0.403050677391	1.0	0.623,0.546,0.643,0.231,0.474,0.398	0.311,0.524,0.6,0.623,1.0,0.575	-0.12
854	"ENSMUSG00000042705"	"Commd10"	chr18	+	46963659	46963770	46967739	46967895	46960415	46960506	46990478	46990589	854	4,11,0,3,3,5	6,8,4,2,6,3	1,2,5,7,5,13	7,8,6,10,8,3	207	252	0.797656915796	1.0	0.448,0.626,0.0,0.646,0.378,0.67	0.148,0.233,0.504,0.46,0.432,0.841	0.025
855	"ENSMUSG00000028232"	"Tmem68"	chr4	-	3551751	3551891	3554353	3554414	3549040	3550579	3560498	3560692	855	0,1,0,1,1,2	6,3,7,6,2,9	0,5,1,1,2,3	3,7,5,7,2,12	157	236	0.00201577411743	0.0563195071597	0.0,0.334,0.0,0.2,0.429,0.25	0.0,0.518,0.231,0.177,0.601,0.273	-0.098
856	"ENSMUSG00000014353"	"Tmem87b"	chr2	+	128839147	128839219	128840731	128840803	128837301	128837395	128841234	128841343	856	7,4,5,5,3,3	1,3,1,3,2,10	2,6,12,4,1,5	5,6,0,3,4,5	168	168	0.562805276008	1.0	0.875,0.571,0.833,0.625,0.6,0.231	0.286,0.5,1.0,0.571,0.2,0.5	0.113
857	"ENSMUSG00000033423"	"Eri3"	chr4	+	117552967	117553043	117564620	117564898	117550364	117550730	117582599	117582716	857	1,2,0,0,0,3	23,22,9,21,9,22	1,4,1,0,3,1	14,8,17,17,11,20	172	374	0.0324713578649	0.378969518373	0.086,0.165,0.0,0.0,0.0,0.229	0.134,0.521,0.113,0.0,0.372,0.098	-0.126
860	"ENSMUSG00000006010"	"Odr4"	chr1	-	150380311	150380377	150381498	150381594	150375495	150375624	150382267	150382408	860	6,14,4,5,5,8	2,7,9,2,6,8	8,8,2,7,7,13	2,5,4,7,12,6	192	162	0.978985288188	1.0	0.717,0.628,0.273,0.678,0.413,0.458	0.771,0.574,0.297,0.458,0.33,0.646	0.015
861	"ENSMUSG00000019856"	"Fam184a"	chr10	-	53634301	53634395	53635231	53635434	53633365	53633715	53638176	53638281	861	5,5,0,0,1,2	0,1,0,1,0,0	2,5,3,3,2,4	0,0,0,0,0,0	299	190	1	1.0	1.0,0.761,NA,0.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.248
862	"ENSMUSG00000019856"	"Fam184a"	chr10	-	53635231	53635434	53638176	53638281	53634301	53634395	53640944	53641062	862	2,3,1,3,1,0	4,3,0,1,1,3	1,0,0,1,1,1	2,1,3,2,2,2	201	299	4.04538466434e-05	0.00310820388377	0.427,0.598,1.0,0.817,0.598,0.0	0.427,0.0,0.0,0.427,0.427,0.427	0.289
863	"ENSMUSG00000019856"	"Fam184a"	chr10	-	53635231	53635434	53640944	53641062	53634301	53634395	53646982	53647129	863	0,2,1,0,0,0	4,3,0,0,1,2	0,3,1,1,1,2	3,1,3,2,2,2	214	299	1	1.0	0.0,0.482,1.0,NA,0.0,0.0	0.0,0.807,0.318,0.411,0.411,0.583	-0.125
864	"ENSMUSG00000019856"	"Fam184a"	chr10	-	53640944	53641062	53646982	53647129	53633365	53633715	53647571	53647756	864	5,7,2,1,2,1	0,1,0,0,0,0	1,2,0,5,2,5	0,0,0,0,1,0	243	214	1	1.0	1.0,0.86,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,0.638,1.0	0.049
865	"ENSMUSG00000019856"	"Fam184a"	chr10	-	53640944	53641062	53646982	53647129	53635231	53635434	53647571	53647756	865	4,7,2,1,2,1	0,0,0,1,0,1	2,2,0,5,2,5	0,0,0,0,1,0	243	214	1	1.0	1.0,1.0,1.0,0.468,1.0,0.468	1.0,1.0,NA,1.0,0.638,1.0	-0.105
866	"ENSMUSG00000037685"	"Atp8a1"	chr5	-	67778959	67779033	67780987	67781061	67776128	67776198	67786625	67786666	866	0,4,0,1,0,0	0,0,1,0,0,0	0,0,0,1,0,2	0,0,0,0,2,0	170	170	1	1.0	NA,1.0,0.0,1.0,NA,NA	NA,NA,NA,1.0,0.0,1.0	0.0
867	"ENSMUSG00000003559"	"As3mt"	chr19	+	46708967	46709118	46709546	46709683	46708069	46708197	46712220	46712290	867	12,10,8,6,12,11	18,16,4,9,18,14	6,12,4,24,12,21	12,18,12,23,13,15	247	233	0.860621908936	1.0	0.386,0.371,0.654,0.386,0.386,0.426	0.32,0.386,0.239,0.496,0.465,0.569	0.022
868	"ENSMUSG00000034164"	"Emid1"	chr11	-	5109543	5109634	5110689	5110774	5106264	5106969	5116879	5116924	868	3,1,0,0,1,0	0,0,0,0,0,1	1,0,0,0,1,1	0,0,0,0,0,1	181	187	1	1.0	1.0,1.0,NA,NA,1.0,0.0	1.0,NA,NA,NA,1.0,0.508	-0.086
869	"ENSMUSG00000035984"	"Nme5"	chr18	-	34569797	34569898	34571455	34571661	34567035	34567154	34578557	34578767	869	3,2,1,0,1,2	0,0,1,0,0,3	0,1,1,3,0,0	0,0,2,0,0,2	302	197	1	1.0	1.0,1.0,0.395,NA,1.0,0.303	NA,1.0,0.246,1.0,NA,0.0	0.178
870	"ENSMUSG00000034473"	"Sec22a"	chr16	-	35318803	35318869	35329497	35329613	35314063	35314287	35347598	35347793	870	3,5,1,5,4,8	0,6,2,0,1,3	5,10,3,6,5,5	4,2,0,3,2,7	212	162	0.461911115668	1.0	1.0,0.389,0.276,1.0,0.753,0.671	0.489,0.793,1.0,0.604,0.656,0.353	0.032
871	"ENSMUSG00000024052"	"Lpin2"	chr17	+	71214963	71215164	71222054	71222150	71183555	71183744	71224939	71225241	871	7,18,1,0,5,10	9,6,7,3,6,9	8,14,11,13,20,13	12,10,4,9,12,16	297	192	0.191063042074	0.836705113197	0.335,0.66,0.085,0.0,0.35,0.418	0.301,0.475,0.64,0.483,0.519,0.344	-0.152
872	"ENSMUSG00000026348"	"Acmsd"	chr1	+	127748988	127749225	127753787	127753881	127745775	127745825	127758003	127758099	872	23,48,8,13,19,22	2,7,1,0,1,2	18,24,46,88,60,86	3,6,12,19,17,22	333	190	0.000120758294232	0.00795279623442	0.868,0.796,0.82,1.0,0.916,0.863	0.774,0.695,0.686,0.725,0.668,0.69	0.171
873	"ENSMUSG00000026348"	"Acmsd"	chr1	+	127753787	127753881	127758003	127758099	127748988	127749225	127759658	127759831	873	5,17,4,4,5,10	14,25,3,5,11,17	4,6,25,31,16,20	8,16,34,60,37,57	190	192	0.505270567352	1.0	0.265,0.407,0.574,0.447,0.315,0.373	0.336,0.275,0.426,0.343,0.304,0.262	0.073
875	"ENSMUSG00000033335"	"Dnm2"	chr9	+	21478898	21479037	21480406	21480545	21478280	21478348	21481332	21481419	875	6,17,10,10,12,10	11,23,8,11,8,12	8,10,7,22,14,16	12,20,14,29,12,21	235	235	0.362854020394	1.0	0.353,0.425,0.556,0.476,0.6,0.455	0.4,0.333,0.333,0.431,0.538,0.432	0.066
877	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130621720	130626841	130627397	130627499	130601836	130601937	130663015	130663141	877	53,81,78,95,57,100	3,3,0,6,2,2	125,161,165,217,99,134	3,0,0,0,0,5	5217	198	0.00292316080339	0.0691065195058	0.401,0.506,1.0,0.375,0.52,0.655	0.613,1.0,1.0,1.0,1.0,0.504	-0.277
878	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130621720	130626841	130663015	130663141	130601836	130601937	130674601	130674739	878	53,81,78,95,58,100	5,6,4,9,10,13	125,161,164,215,97,133	6,6,7,12,11,17	5217	222	0.094761512296	0.582467428913	0.311,0.365,0.453,0.31,0.198,0.247	0.47,0.533,0.499,0.433,0.273,0.25	-0.096
879	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130627397	130627499	130663015	130663141	130601836	130601937	130674601	130674739	879	1,0,0,3,0,2	5,6,4,9,10,13	1,1,0,2,2,1	6,6,7,12,11,17	198	222	0.951692496781	1.0	0.183,0.0,0.0,0.272,0.0,0.147	0.157,0.157,0.0,0.157,0.169,0.062	-0.017
880	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130627397	130627499	130663015	130663141	130601836	130601937	130716702	130716839	880	0,0,0,1,0,2	2,3,2,5,3,5	2,0,0,0,0,0	4,1,9,6,4,6	198	222	1	1.0	0.0,0.0,0.0,0.183,0.0,0.31	0.359,0.0,0.0,0.0,0.0,0.0	0.022
881	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130627397	130627499	130674601	130674739	130601836	130601937	130716702	130716839	881	0,0,0,1,0,2	0,10,3,4,3,5	2,0,0,0,0,0	5,9,9,12,7,11	198	234	1	1.0	NA,0.0,0.0,0.228,0.0,0.321	0.321,0.0,0.0,0.0,0.0,0.0	0.056
882	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130627397	130627499	130663015	130663141	130621720	130626841	130674601	130674739	882	1,3,3,5,3,0	4,4,2,9,9,11	6,8,4,12,3,3	6,7,5,10,13,16	198	222	0.184869992891	0.823335366596	0.219,0.457,0.627,0.384,0.272,0.0	0.529,0.562,0.473,0.574,0.206,0.174	-0.093
883	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130627397	130627499	130663015	130663141	130621720	130626841	130716702	130716839	883	0,3,3,3,3,0	1,1,0,5,2,3	7,7,4,10,1,2	4,2,7,4,6,5	198	222	0.96060244114	1.0	0.0,0.771,1.0,0.402,0.627,0.0	0.662,0.797,0.391,0.737,0.157,0.31	-0.042
884	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130627397	130627499	130674601	130674739	130621720	130626841	130716702	130716839	884	0,3,3,3,3,0	0,9,3,4,4,5	7,7,4,10,1,2	4,9,8,12,7,9	198	234	1	1.0	NA,0.283,0.542,0.47,0.47,0.0	0.674,0.479,0.371,0.496,0.144,0.208	-0.042
885	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130663015	130663141	130674601	130674739	130601836	130601937	130716702	130716839	885	2,3,2,5,3,5	0,10,3,4,3,5	4,1,9,6,4,6	5,9,9,12,7,11	222	234	0.318440182896	1.0	1.0,0.24,0.413,0.569,0.513,0.513	0.457,0.105,0.513,0.345,0.376,0.365	0.181
886	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130663015	130663141	130674601	130674739	130621720	130626841	130716702	130716839	886	1,1,0,5,2,3	0,9,3,4,4,5	4,2,7,4,6,5	4,9,8,12,7,9	222	234	0.363238559709	1.0	1.0,0.105,0.0,0.569,0.345,0.387	0.513,0.19,0.48,0.26,0.475,0.369	0.02
887	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130663015	130663141	130674601	130674739	130627397	130627499	130716702	130716839	887	4,4,0,10,4,3	1,9,3,6,3,5	6,1,6,2,4,9	4,9,8,14,9,10	222	234	0.297358935294	1.0	0.808,0.319,0.0,0.637,0.584,0.387	0.613,0.105,0.442,0.131,0.319,0.487	0.106
888	"ENSMUSG00000034245"	"Hdac11"	chr6	+	91166242	91166285	91167803	91167880	91165560	91165677	91168808	91168871	888	2,4,3,3,0,3	7,4,3,6,5,7	0,0,1,2,1,4	0,2,1,3,7,3	139	173	1	1.0	0.262,0.554,0.554,0.384,0.0,0.348	NA,0.0,0.554,0.453,0.151,0.624	-0.006
889	"ENSMUSG00000030447"	"Cyfip1"	chr7	+	55897824	55897972	55898237	55898391	55896667	55896815	55899914	55900071	889	0,2,2,2,1,1	7,16,9,6,16,12	0,0,1,0,1,0	6,16,10,10,12,20	244	250	0.108624104469	0.63386977418	0.0,0.114,0.185,0.255,0.06,0.079	0.0,0.0,0.093,0.0,0.079,0.0	0.087
894	"ENSMUSG00000079484"	"Phyhd1"	chr2	+	30277147	30277210	30277622	30277644	30277002	30277058	30279954	30280083	894	8,19,10,12,8,9	3,1,0,5,1,1	12,19,11,21,11,20	2,4,6,3,5,4	159	118	0.0940166183559	0.582467428913	0.664,0.934,1.0,0.64,0.856,0.87	0.817,0.779,0.576,0.839,0.62,0.788	0.091
895	"ENSMUSG00000021614"	"Vcan"	chr13	-	89688284	89693501	89702917	89705797	89685078	89685192	89712204	89712498	895	2,0,0,0,1,0	3,6,2,1,0,1	0,1,0,1,0,0	3,6,2,1,3,5	2976	5313	1	1.0	0.543,0.0,0.0,0.0,1.0,0.0	0.0,0.229,0.0,0.641,0.0,0.0	0.112
896	"ENSMUSG00000068587"	"Mgam"	chr6	+	40711174	40711271	40747053	40747150	40710767	40710936	40747855	40747968	896	9,31,11,9,4,18	8,0,8,8,11,7	6,16,8,15,13,9	14,5,18,5,1,11	193	193	0.615282062053	1.0	0.529,1.0,0.579,0.529,0.267,0.72	0.3,0.762,0.308,0.75,0.929,0.45	0.021
897	"ENSMUSG00000068587"	"Mgam"	chr6	+	40714600	40714729	40750137	40750266	40686484	40686610	40750512	40750623	897	7,21,9,6,9,8	0,0,0,0,0,0	5,7,1,1,8,10	0,0,0,1,0,0	225	225	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.5,1.0,1.0	0.083
898	"ENSMUSG00000068587"	"Mgam"	chr6	+	40714974	40715085	40750512	40750623	40714600	40714729	40750918	40750981	898	9,20,0,5,9,7	12,10,6,16,16,11	8,8,7,6,2,12	6,17,8,14,17,28	207	207	0.643610662449	1.0	0.429,0.667,0.0,0.238,0.36,0.389	0.571,0.32,0.467,0.3,0.105,0.3	0.003
899	"ENSMUSG00000029192"	"Tbc1d14"	chr5	-	36524929	36525048	36543176	36543297	36522926	36523009	36571295	36572037	899	11,9,5,0,4,8	6,13,3,6,6,7	6,7,10,12,6,10	5,6,12,12,6,8	217	215	0.498672816626	1.0	0.645,0.407,0.623,0.0,0.398,0.531	0.543,0.536,0.452,0.498,0.498,0.553	-0.079
900	"ENSMUSG00000029192"	"Tbc1d14"	chr5	-	36543176	36543297	36571295	36572037	36524929	36525048	36581686	36581792	900	57,85,31,33,38,47	11,18,8,9,2,15	34,45,33,64,37,65	4,10,8,12,7,14	838	217	0.786608262746	1.0	0.573,0.55,0.501,0.487,0.831,0.448	0.688,0.538,0.516,0.58,0.578,0.546	-0.009
901	"ENSMUSG00000001418"	"Glmp"	chr3	+	88325676	88325931	88326114	88326312	88325081	88325201	88326410	88326629	901	67,94,39,46,32,72	59,82,52,52,59,84	62,78,77,126,75,102	70,111,69,118,100,135	351	294	0.899078299144	1.0	0.487,0.49,0.386,0.426,0.312,0.418	0.426,0.371,0.483,0.472,0.386,0.388	-0.001
902	"ENSMUSG00000001418"	"Glmp"	chr3	+	88326114	88326312	88326410	88326629	88325676	88325931	88327856	88328113	902	52,79,39,57,53,74	44,78,49,69,39,73	53,100,57,115,86,115	47,72,66,106,67,113	294	315	0.418190679559	1.0	0.559,0.52,0.46,0.47,0.593,0.521	0.547,0.598,0.481,0.538,0.579,0.522	-0.024
903	"ENSMUSG00000046707"	"Csnk2a2"	chr8	-	95461545	95461629	95465650	95465710	95460677	95460788	95473370	95473421	903	5,2,0,1,0,0	5,2,3,4,0,6	7,3,4,0,3,2	5,9,4,4,1,2	156	180	1	1.0	0.536,0.536,0.0,0.224,NA,0.0	0.618,0.278,0.536,0.0,0.776,0.536	-0.198
904	"ENSMUSG00000046707"	"Csnk2a2"	chr8	-	95465650	95465710	95473370	95473421	95461545	95461629	95477211	95477313	904	1,2,2,4,3,1	0,6,3,2,2,2	3,0,2,2,1,2	7,2,5,3,3,0	147	156	0.239874661583	0.911301915183	1.0,0.261,0.414,0.68,0.614,0.347	0.313,0.0,0.298,0.414,0.261,1.0	0.172
906	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18082510	18082725	18092783	18092834	18071124	18071204	18101457	18101512	906	0,0,1,1,1,1	0,0,0,0,0,0	0,1,0,0,0,0	0,0,0,2,0,0	311	147	1	1.0	NA,NA,1.0,1.0,1.0,1.0	NA,1.0,NA,0.0,NA,NA	0.5
907	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18092783	18092834	18101457	18101512	18071124	18071204	18109781	18109891	907	0,0,1,0,0,0	4,3,0,3,7,5	0,0,0,0,0,0	1,0,1,3,0,7	147	151	1	1.0	0.0,0.0,1.0,0.0,0.0,0.0	0.0,NA,0.0,0.0,NA,0.0	0.167
908	"ENSMUSG00000033769"	"Exoc6b"	chr6	-	85004988	85005036	85011317	85011483	85003194	85003285	85069295	85069502	908	1,3,0,4,2,4	0,1,0,5,0,4	3,1,1,5,2,4	0,1,0,0,0,2	262	144	1	1.0	1.0,0.622,NA,0.305,1.0,0.355	1.0,0.355,1.0,1.0,1.0,0.524	-0.157
909	"ENSMUSG00000012114"	"Med15"	chr16	-	17680548	17680761	17683158	17683188	17674404	17674658	17685452	17685504	909	0,2,1,0,3,0	8,12,1,4,2,4	0,0,1,0,0,2	3,4,4,7,4,11	126	309	0.118687698498	0.651369392947	0.0,0.29,0.71,0.0,0.786,0.0	0.0,0.0,0.38,0.0,0.0,0.308	0.183
922	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70017072	70017191	70018679	70018818	70016818	70016923	70019388	70019515	922	0,4,1,0,1,1	1,0,1,1,1,1	1,1,1,2,1,1	0,3,2,1,1,1	215	235	0.58414442597	1.0	0.0,1.0,0.522,0.0,0.522,0.522	1.0,0.267,0.353,0.686,0.522,0.522	-0.131
923	"ENSMUSG00000021870"	"Slmap"	chr14	-	26453537	26453600	26459409	26459460	26442574	26442634	26459903	26459954	923	1,5,4,3,0,3	0,1,1,0,1,3	2,0,0,5,6,8	0,3,0,0,2,3	147	159	1	1.0	1.0,0.844,0.812,1.0,0.0,0.52	1.0,0.0,NA,1.0,0.764,0.743	-0.005
