ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2251	"ENSMUSG00000028633"	"Ctps"	chr4	-	120542530	120542765	120542530	120542627	120542709	120542765	2251	0,0,0,0,0,1	4,3,2,2,0,4	1,1,0,0,0,1	4,4,7,12,10,5	178	96	1	1.0	0.0,0.0,0.0,0.0,NA,0.119	0.119,0.119,0.0,0.0,0.0,0.097	-0.032
2258	"ENSMUSG00000106864"	"Gtf3c2"	chr5	-	31159433	31159861	31159433	31159521	31159699	31159861	2258	3,3,4,2,3,4	7,6,4,7,2,9	3,5,1,3,2,3	15,10,6,20,4,12	274	96	0.0998945757069	1.0	0.131,0.149,0.259,0.091,0.344,0.135	0.065,0.149,0.055,0.05,0.149,0.081	0.093
2259	"ENSMUSG00000106864"	"Gtf3c2"	chr5	-	31167988	31168478	31167988	31168100	31168250	31168478	2259	0,1,0,0,0,0	4,5,2,7,0,10	0,0,0,0,2,0	4,6,0,6,1,5	246	96	1	1.0	0.0,0.072,0.0,0.0,NA,0.0	0.0,0.0,NA,0.0,0.438,0.0	-0.073
2260	"ENSMUSG00000059409"	"Ppp2r5d"	chr17	-	46682990	46684377	46682990	46684126	46684260	46684377	2260	2,1,0,0,0,0	2,10,2,6,4,3	0,1,0,0,0,3	6,8,3,8,5,0	230	96	0.512444586965	1.0	0.294,0.04,0.0,0.0,0.0,0.0	0.0,0.05,0.0,0.0,0.0,1.0	-0.119
2261	"ENSMUSG00000005687"	"Bcas2"	chr3	+	103174339	103177419	103174339	103174501	103175618	103177419	2261	5,11,4,10,4,8	15,16,8,17,6,13	9,12,8,11,10,12	5,6,6,16,15,22	1213	96	0.0596385636376	0.836884626697	0.026,0.052,0.038,0.044,0.05,0.046	0.125,0.137,0.095,0.052,0.05,0.041	-0.041
2262	"ENSMUSG00000005687"	"Bcas2"	chr3	+	103174339	103177419	103174339	103174501	103177338	103177419	2262	20,20,18,22,18,27	0,1,0,0,0,1	18,27,20,26,17,28	1,0,0,0,0,0	2933	96	1	1.0	1.0,0.396,1.0,1.0,1.0,0.469	0.371,1.0,1.0,1.0,1.0,1.0	-0.084
2263	"ENSMUSG00000005687"	"Bcas2"	chr3	+	103175618	103177419	103175618	103175669	103177338	103177419	2263	15,9,14,12,14,19	15,17,7,14,1,14	9,15,12,15,7,16	7,9,5,15,10,23	1765	96	0.588436381356	1.0	0.052,0.028,0.098,0.045,0.432,0.069	0.065,0.083,0.115,0.052,0.037,0.036	0.056
2265	"ENSMUSG00000011114"	"Tbrg1"	chr9	-	37652614	37653169	37652614	37652761	37653032	37653169	2265	2,2,3,3,4,1	6,17,6,10,7,10	2,3,5,2,1,2	8,4,5,9,11,5	367	96	0.741047651112	1.0	0.08,0.03,0.116,0.073,0.13,0.025	0.061,0.164,0.207,0.055,0.023,0.095	-0.025
2266	"ENSMUSG00000011114"	"Tbrg1"	chr9	-	37654215	37655092	37654215	37654436	37655021	37655092	2266	0,0,1,0,0,1	10,14,2,10,4,11	1,1,0,0,0,2	8,8,12,13,7,15	681	96	1	1.0	0.0,0.0,0.066,0.0,0.0,0.013	0.017,0.017,0.0,0.0,0.0,0.018	0.004
2267	"ENSMUSG00000026127"	"Imp4"	chr1	+	34443768	34444091	34443768	34443923	34443996	34444091	2267	0,2,0,0,0,0	0,3,2,5,0,0	0,0,1,0,1,0	2,1,0,0,1,7	169	96	1	1.0	NA,0.275,0.0,0.0,NA,NA	0.0,0.0,1.0,NA,0.362,0.0	-0.181
2268	"ENSMUSG00000000085"	"Scmh1"	chr4	+	120529133	120530184	120529133	120529248	120529753	120530184	2268	9,16,8,6,3,11	0,0,1,0,0,1	20,30,13,16,19,19	1,1,0,0,2,0	601	96	1	1.0	1.0,1.0,0.561,1.0,1.0,0.637	0.762,0.827,1.0,1.0,0.603,1.0	0.001
2269	"ENSMUSG00000025262"	"Fam120c"	chrX	+	151467299	151467856	151467299	151467438	151467798	151467856	2269	1,1,0,1,1,1	4,2,0,1,1,0	1,2,0,0,2,1	1,0,0,0,1,1	456	96	1	1.0	0.05,0.095,NA,0.174,0.174,1.0	0.174,1.0,NA,NA,0.296,0.174	-0.112
2271	"ENSMUSG00000021565"	"Slc6a19"	chr13	-	73689044	73689611	73689044	73689157	73689500	73689611	2271	8,19,10,12,22,23	53,70,51,74,52,106	8,14,10,20,6,15	48,43,51,67,70,71	439	96	0.511272588213	1.0	0.032,0.056,0.041,0.034,0.085,0.045	0.035,0.066,0.041,0.061,0.018,0.044	0.005
2274	"ENSMUSG00000028024"	"Enpep"	chr3	-	129280684	129280975	129280684	129280789	129280901	129280975	2274	0,0,2,0,0,0	10,16,1,14,8,9	1,0,0,1,1,1	17,30,15,20,19,23	208	96	1	1.0	0.0,0.0,0.48,0.0,0.0,0.0	0.026,0.0,0.0,0.023,0.024,0.02	0.065
2276	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102195748	102196117	102195748	102195868	102195951	102196117	2276	2,1,0,0,1,2	3,10,2,2,2,5	1,0,3,1,1,1	6,6,2,7,3,5	179	96	1	1.0	0.263,0.051,0.0,0.0,0.211,0.177	0.082,0.0,0.446,0.071,0.152,0.097	-0.024
2277	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102195748	102196117	102195748	102195894	102195951	102196117	2277	2,1,0,0,1,2	0,0,0,0,0,0	1,0,3,1,1,1	0,0,0,1,0,0	153	96	1	1.0	1.0,1.0,NA,NA,1.0,1.0	1.0,NA,1.0,0.386,1.0,1.0	0.123
2278	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102195748	102196322	102195748	102196117	102196237	102196322	2278	1,0,1,2,0,0	7,19,5,13,6,10	0,0,0,0,0,0	11,9,8,16,6,17	216	96	1	1.0	0.06,0.0,0.082,0.064,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.034
2279	"ENSMUSG00000002109"	"Ddb2"	chr2	-	91234107	91234951	91234107	91234299	91234814	91234951	2279	12,10,8,15,9,4	0,0,3,1,0,0	5,5,4,5,11,9	0,0,0,0,1,0	611	96	0.572094445886	1.0	1.0,1.0,0.295,0.702,1.0,1.0	1.0,1.0,1.0,1.0,0.633,1.0	-0.106
2280	"ENSMUSG00000021532"	"Fastkd3"	chr13	+	68585177	68587834	68585177	68585263	68587659	68587834	2280	6,11,1,3,1,3	1,4,0,0,1,2	1,8,5,2,2,4	0,0,0,2,3,4	2492	96	0.976360514005	1.0	0.188,0.096,1.0,1.0,0.037,0.055	1.0,1.0,1.0,0.037,0.025,0.037	-0.12
2282	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59473687	59474712	59473687	59473817	59474531	59474712	2282	2,6,2,0,3,0	0,3,2,2,0,2	2,2,1,2,0,1	1,8,1,4,2,3	810	96	0.142013324966	1.0	1.0,0.192,0.106,0.0,1.0,0.0	0.192,0.029,0.106,0.056,0.0,0.038	0.313
2283	"ENSMUSG00000058740"	"Kcnt1"	chr2	+	25888758	25890905	25888758	25888858	25890848	25890905	2283	22,40,39,55,17,10	0,0,0,0,0,0	4,7,7,10,12,14	0,0,0,0,1,0	2086	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.356,1.0	0.107
2284	"ENSMUSG00000058740"	"Kcnt1"	chr2	+	25909204	25909677	25909204	25909306	25909593	25909677	2284	2,2,1,4,0,1	1,5,5,8,1,0	0,0,0,0,1,1	0,0,0,0,4,1	383	96	1	1.0	0.334,0.091,0.048,0.111,0.0,1.0	NA,NA,NA,NA,0.059,0.2	0.135
2285	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36530713	36531526	36530713	36530868	36531099	36531526	2285	0,1,1,1,1,1	9,13,6,4,6,10	1,0,1,1,0,1	2,6,5,4,3,4	327	96	1	1.0	0.0,0.022,0.047,0.068,0.047,0.029	0.128,0.0,0.055,0.068,0.0,0.068	-0.018
2286	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36531099	36531526	36531099	36531216	36531351	36531526	2286	9,13,4,11,11,12	6,3,0,2,3,9	6,10,3,10,7,9	4,0,2,5,2,0	231	96	0.511443387019	1.0	0.384,0.643,1.0,0.696,0.604,0.357	0.384,1.0,0.384,0.454,0.593,1.0	-0.022
2287	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36531099	36531526	36531099	36531216	36531433	36531526	2287	16,23,8,22,19,26	3,3,2,4,3,7	11,14,6,18,10,14	0,0,0,1,1,1	313	96	2.39787782963e-08	6.1913205561e-06	0.621,0.702,0.551,0.628,0.66,0.533	1.0,1.0,1.0,0.847,0.754,0.811	-0.286
2288	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36531433	36532232	36531433	36531526	36531969	36532232	2288	15,15,11,13,18,21	0,0,0,1,0,4	6,11,10,8,13,10	2,0,0,0,0,1	539	96	0.56980010628	1.0	1.0,1.0,1.0,0.698,1.0,0.483	0.348,1.0,1.0,1.0,1.0,0.64	0.032
2290	"ENSMUSG00000040260"	"Daam2"	chr17	-	49473285	49476555	49473285	49473392	49476447	49476555	2290	6,4,3,2,5,9	2,0,1,0,0,3	7,0,1,3,7,6	2,1,0,2,0,1	3151	96	0.5595102077	1.0	0.084,1.0,0.084,1.0,1.0,0.084	0.096,0.0,1.0,0.044,1.0,0.155	0.16
2291	"ENSMUSG00000029718"	"Pcolce"	chr5	-	137605722	137607107	137605722	137605800	137606826	137607107	2291	2,12,2,3,2,3	10,27,9,11,16,23	4,3,5,6,5,7	9,20,9,21,14,19	1122	96	0.337348400596	1.0	0.017,0.037,0.019,0.023,0.011,0.011	0.037,0.013,0.045,0.024,0.03,0.031	-0.01
2292	"ENSMUSG00000025736"	"Jmjd8"	chr17	+	25829605	25829853	25829605	25829702	25829784	25829853	2292	2,2,1,0,5,1	16,22,17,9,13,11	1,0,2,3,1,2	9,23,16,29,22,25	178	96	0.43621397693	1.0	0.063,0.047,0.031,0.0,0.172,0.047	0.057,0.0,0.063,0.053,0.024,0.041	0.02
2293	"ENSMUSG00000025736"	"Jmjd8"	chr17	+	25829941	25830206	25829941	25830061	25830138	25830206	2293	1,1,0,0,2,2	8,11,6,6,8,7	3,1,0,2,1,1	6,17,7,19,12,15	173	96	0.80167183704	1.0	0.065,0.048,0.0,0.0,0.122,0.137	0.217,0.032,0.0,0.055,0.044,0.036	-0.002
2294	"ENSMUSG00000059772"	"Slx1b"	chr7	-	126691738	126692055	126691738	126691823	126691927	126692055	2294	0,2,1,1,0,0	3,4,4,0,2,0	0,0,1,1,1,0	0,0,2,0,2,1	200	96	1	1.0	0.0,0.194,0.107,1.0,0.0,NA	NA,NA,0.194,1.0,0.194,0.0	-0.087
2295	"ENSMUSG00000059772"	"Slx1b"	chr7	-	126691927	126692659	126691927	126692055	126692320	126692659	2295	1,1,2,0,0,4	1,2,1,1,0,0	0,1,0,0,0,0	0,0,1,3,0,1	361	96	1	1.0	0.21,0.117,0.347,0.0,NA,1.0	NA,1.0,0.0,0.0,NA,0.0	0.085
2296	"ENSMUSG00000097195"	"Snhg5"	chr9	-	88521917	88522381	88521917	88521975	88522306	88522381	2296	3,5,4,2,1,0	1,3,0,3,3,0	1,0,0,2,0,2	0,0,0,2,0,0	427	96	1	1.0	0.403,0.273,1.0,0.13,0.07,NA	1.0,NA,NA,0.184,NA,1.0	-0.353
2297	"ENSMUSG00000047909"	"Ankrd16"	chr2	+	11781476	11783756	11781476	11781519	11783640	11783756	2297	52,86,55,80,67,89	0,3,0,0,0,1	30,46,39,52,57,81	3,0,0,1,0,0	2217	96	0.668023046707	1.0	1.0,0.554,1.0,1.0,1.0,0.794	0.302,1.0,1.0,0.692,1.0,1.0	0.059
2298	"ENSMUSG00000024666"	"Tmem138"	chr19	-	10570479	10571604	10570479	10571268	10571528	10571604	2298	0,0,0,0,0,1	3,0,1,0,1,0	0,0,1,0,0,0	0,0,0,1,0,0	356	96	1	1.0	0.0,NA,0.0,NA,0.0,1.0	NA,NA,1.0,0.0,NA,NA	-0.25
2299	"ENSMUSG00000046169"	"Adamts6"	chr13	+	104444814	104445704	104444814	104444953	104445615	104445704	2299	2,0,1,2,1,4	0,0,0,0,0,0	1,1,0,3,1,2	0,0,0,1,0,0	758	96	1	1.0	1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,NA,0.275,1.0,1.0	0.145
2301	"ENSMUSG00000041638"	"Gcn1l1"	chr5	+	115579786	115580579	115579786	115579895	115580504	115580579	2301	0,0,0,0,0,0	5,12,0,7,4,2	0,0,0,0,0,1	4,8,3,10,10,4	705	96	1	1.0	0.0,0.0,NA,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.033	-0.006
2302	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91651497	91651823	91651497	91651654	91651763	91651823	2302	0,3,1,0,0,1	0,4,0,0,0,1	0,0,0,1,2,4	0,0,0,1,2,2	205	96	1	1.0	NA,0.26,1.0,NA,NA,0.319	NA,NA,NA,0.319,0.319,0.484	0.152
2303	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91669384	91669729	91669384	91669461	91669651	91669729	2303	0,1,0,0,0,0	8,16,3,9,7,10	0,0,0,1,0,1	8,13,11,12,6,12	286	96	1	1.0	0.0,0.021,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.027,0.0,0.027	-0.005
2305	"ENSMUSG00000045411"	"2410002F23Rik"	chr7	+	44250308	44252312	44250308	44250340	44250612	44252312	2305	0,7,4,4,6,4	1,4,2,5,0,3	0,0,6,4,2,7	3,3,0,0,7,0	368	96	0.911698591965	1.0	0.0,0.313,0.343,0.173,1.0,0.258	0.0,0.0,1.0,1.0,0.069,1.0	-0.164
2306	"ENSMUSG00000044573"	"Acp1"	chr12	-	30904869	30905142	30904869	30904983	30905068	30905142	2306	0,1,0,1,1,0	6,1,4,0,2,8	0,2,0,1,1,2	2,10,5,7,3,8	181	96	0.876966304298	1.0	0.0,0.347,0.0,1.0,0.21,0.0	0.0,0.096,0.0,0.07,0.15,0.117	0.187
2308	"ENSMUSG00000010277"	"2610507B11Rik"	chr11	+	78272777	78273299	78272777	78272969	78273096	78273299	2308	0,2,0,3,0,1	25,26,17,27,17,35	0,0,0,0,3,0	21,27,28,42,32,32	223	96	1	1.0	0.0,0.032,0.0,0.046,0.0,0.012	0.0,0.0,0.0,0.0,0.039,0.0	0.009
2309	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59348731	59349388	59348731	59349051	59349221	59349388	2309	1,3,2,2,2,1	0,0,0,0,0,0	1,0,1,1,1,0	1,0,0,0,0,0	266	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.265,NA,1.0,1.0,1.0,NA	0.184
2310	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59352650	59353381	59352650	59352782	59353317	59353381	2310	1,3,0,0,1,0	0,0,0,0,0,0	1,3,0,1,1,2	0,0,0,0,0,1	631	96	1	1.0	1.0,1.0,NA,NA,1.0,NA	1.0,1.0,NA,1.0,1.0,0.233	0.153
2311	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59355139	59356450	59355139	59355189	59356316	59356450	2311	4,7,1,4,1,3	0,1,0,0,1,0	1,3,0,3,2,0	0,0,0,0,0,0	1223	96	1	1.0	1.0,0.355,1.0,1.0,0.073,1.0	1.0,1.0,NA,1.0,1.0,NA	-0.262
2314	"ENSMUSG00000055762"	"Eef1d"	chr15	-	75896242	75896740	75896242	75896464	75896639	75896740	2314	0,1,0,0,0,0	25,48,16,33,19,21	0,0,0,1,0,2	21,24,21,43,13,39	271	96	1	1.0	0.0,0.007,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.008,0.0,0.018	-0.003
2317	"ENSMUSG00000030703"	"Gdpd3"	chr7	+	126770987	126771213	126770987	126771047	126771161	126771213	2317	1,2,0,3,0,1	8,12,7,13,3,10	3,3,1,0,1,0	14,10,2,7,1,3	210	96	0.324132801677	1.0	0.054,0.071,0.0,0.095,0.0,0.044	0.089,0.121,0.186,0.0,0.314,0.0	-0.074
2318	"ENSMUSG00000022561"	"Gpaa1"	chr15	+	76332159	76332631	76332159	76332271	76332483	76332631	2318	7,3,4,0,2,2	7,8,0,3,3,8	2,1,7,1,0,3	2,8,10,9,4,5	308	96	0.476729386996	1.0	0.238,0.105,1.0,0.0,0.172,0.072	0.238,0.038,0.179,0.033,0.0,0.158	0.157
2320	"ENSMUSG00000022561"	"Gpaa1"	chr15	+	76332902	76333373	76332902	76333099	76333176	76333373	2320	0,1,2,0,0,0	4,13,0,8,1,11	0,1,0,1,0,3	2,7,1,13,9,8	173	96	1	1.0	0.0,0.041,1.0,0.0,0.0,0.0	0.0,0.073,0.0,0.041,0.0,0.172	0.126
2321	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55718445	55718751	55718445	55718562	55718662	55718751	2321	1,4,0,1,1,2	11,17,11,8,8,7	1,4,4,1,2,1	22,25,23,48,33,42	196	96	0.729838331113	1.0	0.043,0.103,0.0,0.058,0.058,0.123	0.022,0.073,0.078,0.01,0.029,0.012	0.027
2322	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55719090	55719345	55719090	55719142	55719239	55719345	2322	3,3,5,5,3,6	6,7,9,3,0,8	8,8,5,15,8,8	16,6,19,12,15,13	193	96	0.72651748829	1.0	0.199,0.176,0.217,0.453,1.0,0.272	0.199,0.399,0.116,0.383,0.21,0.234	0.129
2323	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55719090	55719531	55719090	55719345	55719429	55719531	2323	4,1,1,3,2,6	9,14,3,5,6,5	2,4,2,7,1,2	9,15,16,20,20,22	180	96	0.101092293878	1.0	0.192,0.037,0.151,0.242,0.151,0.39	0.106,0.125,0.063,0.157,0.026,0.046	0.107
2324	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55721594	55721900	55721594	55721705	55721843	55721900	2324	0,0,0,0,0,0	0,4,3,2,0,4	1,1,1,2,1,2	4,0,3,8,7,0	234	96	1	1.0	NA,0.0,0.0,0.0,NA,0.0	0.093,1.0,0.12,0.093,0.055,1.0	-0.393
2325	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55721843	55722176	55721843	55721900	55722052	55722176	2325	1,1,0,0,0,1	1,1,0,1,1,0	0,0,0,0,0,0	0,0,0,5,3,0	248	96	1	1.0	0.279,0.279,NA,0.0,0.0,1.0	NA,NA,NA,0.0,0.0,NA	0.312
2329	"ENSMUSG00000000732"	"Icosl"	chr10	+	78071160	78072091	78071160	78071279	78071737	78072091	2329	0,3,0,1,1,1	1,3,0,1,1,1	1,0,1,0,0,0	2,2,1,1,0,3	554	96	1	1.0	0.0,0.148,NA,0.148,0.148,0.148	0.08,0.0,0.148,0.0,NA,0.0	0.073
2330	"ENSMUSG00000019897"	"Ccdc59"	chr10	+	105842541	105845449	105842541	105842848	105845349	105845449	2330	26,33,25,41,11,29	6,6,2,4,2,5	19,18,11,20,23,26	1,1,3,1,3,4	2597	96	0.594578932752	1.0	0.138,0.169,0.316,0.275,0.169,0.177	0.413,0.4,0.119,0.425,0.221,0.194	-0.088
2332	"ENSMUSG00000035278"	"Plekhj1"	chr10	-	80796590	80796822	80796590	80796654	80796731	80796822	2332	3,5,6,3,2,6	1,6,6,7,1,4	1,3,1,4,3,4	0,4,2,11,6,3	173	96	0.315524642039	1.0	0.625,0.316,0.357,0.192,0.526,0.454	1.0,0.294,0.217,0.168,0.217,0.425	0.025
2333	"ENSMUSG00000035278"	"Plekhj1"	chr10	-	80797772	80797977	80797772	80797839	80797909	80797977	2333	3,5,1,1,0,2	0,6,0,6,2,2	1,1,1,4,0,3	2,6,4,4,2,4	166	96	0.573097296871	1.0	1.0,0.325,1.0,0.088,0.0,0.366	0.224,0.088,0.126,0.366,0.0,0.303	0.279
2337	"ENSMUSG00000094870"	"Zfp131"	chr13	-	119775766	119776449	119775766	119775989	119776091	119776449	2337	2,3,3,0,2,1	2,0,0,0,1,3	1,2,1,0,2,4	2,5,3,2,0,2	198	96	1	1.0	0.327,1.0,1.0,NA,0.492,0.139	0.195,0.162,0.139,0.0,1.0,0.492	0.26
2338	"ENSMUSG00000012017"	"Scarf2"	chr16	+	17804305	17804924	17804305	17804409	17804485	17804924	2338	1,0,2,0,0,0	0,11,0,0,0,6	0,0,1,1,0,0	0,0,0,1,0,4	172	96	1	1.0	1.0,0.0,1.0,NA,NA,0.0	NA,NA,1.0,0.358,NA,0.0	0.047
2339	"ENSMUSG00000012017"	"Scarf2"	chr16	+	17804485	17804924	17804485	17804603	17804808	17804924	2339	1,0,0,1,2,0	0,3,1,0,0,0	0,0,0,0,1,4	0,1,2,0,4,3	301	96	1	1.0	1.0,0.0,0.0,1.0,1.0,NA	NA,0.0,0.0,NA,0.074,0.298	0.507
2340	"ENSMUSG00000036820"	"Amdhd2"	chr17	-	24157739	24158062	24157739	24157847	24157917	24158062	2340	0,0,0,0,1,1	7,7,2,8,3,5	0,0,0,1,0,0	7,14,18,19,15,18	166	96	1	1.0	0.0,0.0,0.0,0.0,0.162,0.104	0.0,0.0,0.0,0.03,0.0,0.0	0.039
2342	"ENSMUSG00000040441"	"Slc26a10"	chr10	-	127174283	127174901	127174283	127174390	127174805	127174901	2342	1,3,0,0,0,0	1,0,0,1,0,0	0,2,1,0,0,0	0,0,0,0,0,0	511	96	1	1.0	0.158,1.0,NA,0.0,NA,NA	NA,1.0,1.0,NA,NA,NA	-0.614
2346	"ENSMUSG00000035623"	"Rsf1"	chr7	+	97669768	97670882	97669768	97669873	97670802	97670882	2346	0,0,0,0,0,0	3,4,2,2,3,1	0,0,0,0,1,1	1,2,2,2,1,2	1025	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.086,0.045	-0.022
2347	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116839837	116840545	116839837	116839926	116840409	116840545	2347	10,7,4,7,5,7	0,0,0,0,0,0	5,7,5,9,4,11	1,0,0,0,0,0	579	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.453,1.0,1.0,1.0,1.0,1.0	0.091
2348	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116839837	116840545	116839837	116839931	116840409	116840545	2348	10,7,4,7,5,7	0,0,0,0,0,0	5,7,5,9,4,11	0,0,0,0,0,1	574	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.648	0.059
2350	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116839837	116840545	116839837	116839931	116840447	116840545	2350	11,10,4,7,6,8	0,0,1,1,0,0	5,10,8,12,4,13	1,0,0,1,0,1	612	96	1	1.0	1.0,1.0,0.386,0.523,1.0,1.0	0.44,1.0,1.0,0.653,1.0,0.671	0.024
2353	"ENSMUSG00000020817"	"Rabep1"	chr11	+	70934404	70935182	70934404	70934594	70935126	70935182	2353	2,1,0,0,1,0	4,8,5,1,4,3	1,0,1,2,0,0	4,9,2,6,6,2	628	96	1	1.0	0.071,0.019,0.0,0.0,0.037,0.0	0.037,0.0,0.071,0.048,0.0,0.0	-0.005
2354	"ENSMUSG00000017686"	"Rhot1"	chr11	+	80242020	80242681	80242020	80242119	80242572	80242681	2354	2,1,1,0,0,1	9,16,4,9,6,0	4,3,1,1,6,6	15,8,9,13,17,7	549	96	0.0588215284527	0.829929980682	0.037,0.011,0.042,0.0,0.0,1.0	0.045,0.062,0.019,0.013,0.058,0.13	0.127
2356	"ENSMUSG00000024855"	"Pacs1"	chr19	-	5142243	5142670	5142243	5142354	5142515	5142670	2356	0,1,0,0,0,0	0,1,2,0,2,2	0,0,0,0,0,0	0,0,0,2,4,4	257	96	1	1.0	NA,0.272,0.0,NA,0.0,0.0	NA,NA,NA,0.0,0.0,0.0	0.068
2357	"ENSMUSG00000021918"	"Nek4"	chr14	+	30975760	30977579	30975760	30975827	30977445	30977579	2357	10,5,3,4,3,3	1,1,1,0,0,2	2,5,5,7,7,7	0,5,7,4,3,2	1714	96	0.392389432264	1.0	0.359,0.219,0.144,1.0,1.0,0.078	1.0,0.053,0.038,0.089,0.116,0.164	0.223
2358	"ENSMUSG00000021918"	"Nek4"	chr14	+	30979989	30982516	30979989	30980078	30982313	30982516	2358	3,6,4,7,3,0	3,2,0,2,0,2	2,6,1,0,2,3	1,0,0,3,0,3	2331	96	0.615979624772	1.0	0.04,0.11,1.0,0.126,1.0,0.0	0.076,1.0,1.0,0.0,1.0,0.04	-0.14
2359	"ENSMUSG00000029290"	"Zfp326"	chr5	+	105886316	105888839	105886316	105886428	105888433	105888839	2359	11,11,9,9,9,15	1,4,0,0,0,1	5,7,11,4,17,6	1,1,0,2,0,6	2101	96	0.306577263161	1.0	0.334,0.112,1.0,1.0,1.0,0.407	0.186,0.242,1.0,0.084,1.0,0.044	0.216
2362	"ENSMUSG00000037326"	"Capn15"	chr17	-	25959806	25960563	25959806	25959985	25960064	25960563	2362	0,1,0,1,0,1	2,4,1,2,0,0	1,0,0,2,0,0	1,2,0,0,4,0	175	96	1	1.0	0.0,0.121,0.0,0.215,NA,1.0	0.354,0.0,NA,1.0,0.0,NA	-0.071
2363	"ENSMUSG00000037326"	"Capn15"	chr17	-	25959806	25960563	25959806	25959985	25960336	25960563	2363	4,10,4,5,4,2	0,0,0,1,0,0	2,2,1,9,1,7	0,0,0,0,0,0	447	96	1	1.0	1.0,1.0,1.0,0.518,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.08
2364	"ENSMUSG00000037326"	"Capn15"	chr17	-	25960064	25960563	25960064	25960231	25960336	25960563	2364	4,8,3,4,3,1	0,1,0,1,0,0	1,2,1,7,1,7	0,0,0,0,0,0	201	96	1	1.0	1.0,0.793,1.0,0.656,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.092
2365	"ENSMUSG00000037326"	"Capn15"	chr17	-	25962670	25963145	25962670	25962894	25962961	25963145	2365	0,1,0,0,2,1	3,4,0,0,3,0	0,0,1,0,0,0	0,1,4,1,1,1	163	96	1	1.0	0.0,0.128,NA,NA,0.282,1.0	NA,0.0,0.128,0.0,0.0,0.0	0.327
2366	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70467334	70468517	70467334	70467485	70467758	70468517	2366	3,1,2,0,3,1	1,0,0,0,0,0	1,0,0,1,1,3	0,0,0,0,0,0	369	96	1	1.0	0.438,1.0,1.0,NA,1.0,1.0	1.0,NA,NA,1.0,1.0,1.0	-0.112
2369	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158357197	158360599	158357197	158357263	158359181	158360599	2369	17,46,10,22,25,26	0,0,0,0,1,0	20,23,18,27,11,20	0,0,0,0,0,1	2014	96	1	1.0	1.0,1.0,1.0,1.0,0.544,1.0	1.0,1.0,1.0,1.0,1.0,0.488	0.009
2371	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158359181	158360599	158359181	158359331	158360463	158360599	2371	18,24,14,14,20,22	0,0,0,0,0,1	15,18,8,16,19,35	0,0,1,0,0,0	1228	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.632	1.0,1.0,0.385,1.0,1.0,1.0	0.041
2372	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158359181	158360599	158359181	158359432	158360526	158360599	2372	18,24,10,12,18,21	0,0,0,0,0,0	15,19,9,14,18,34	0,0,0,0,1,0	1190	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.592,1.0	0.068
